age,occupation,maritalStatus,education,creditDefault,housingLoan,personalLoan,contactMode,month,dayOfWeek,duration,campaign,pdays,previous,poutcome,subscribed
34,management,divorced,university.degree,no,yes,no,cellular,jul,tue,580,5,999,0,nonexistent,no
35,technician,divorced,basic.4y,no,no,no,cellular,nov,tue,363,1,999,0,nonexistent,yes
35,technician,married,high.school,unknown,yes,no,cellular,may,fri,104,2,999,0,nonexistent,no
31,blue-collar,single,basic.4y,no,yes,no,cellular,jul,thu,133,1,999,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,aug,wed,209,3,999,0,nonexistent,no
46,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,293,1,999,0,nonexistent,no
32,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,200,2,999,0,nonexistent,no
54,self-employed,married,basic.9y,no,no,yes,cellular,nov,tue,72,1,999,0,nonexistent,no
32,blue-collar,single,university.degree,no,yes,yes,cellular,jul,wed,126,2,999,0,nonexistent,no
27,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,55,1,999,0,nonexistent,no
33,admin.,single,high.school,no,yes,no,cellular,apr,wed,961,2,999,1,failure,yes
47,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,130,3,999,0,nonexistent,no
47,admin.,married,university.degree,no,no,no,cellular,nov,fri,103,1,999,0,nonexistent,no
33,blue-collar,divorced,basic.9y,unknown,no,no,cellular,apr,thu,129,1,999,0,nonexistent,no
31,technician,single,university.degree,no,yes,no,cellular,aug,thu,34,6,999,0,nonexistent,no
50,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,80,1,999,0,nonexistent,no
57,technician,married,professional.course,no,no,no,cellular,nov,mon,168,2,999,0,nonexistent,no
38,technician,married,university.degree,no,yes,no,cellular,aug,wed,238,4,999,0,nonexistent,yes
51,admin.,married,basic.6y,unknown,yes,no,telephone,jun,wed,140,1,999,0,nonexistent,no
47,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,149,1,2,1,success,no
44,admin.,married,high.school,no,yes,no,cellular,jul,mon,242,1,999,0,nonexistent,no
31,technician,married,university.degree,no,no,no,cellular,aug,fri,52,3,999,0,nonexistent,no
23,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,360,3,999,0,nonexistent,no
30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,123,1,999,0,nonexistent,no
44,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,358,6,999,0,nonexistent,no
32,admin.,single,university.degree,no,no,no,telephone,may,wed,674,2,999,0,nonexistent,no
60,entrepreneur,married,basic.4y,no,yes,no,telephone,may,wed,236,1,999,0,nonexistent,no
53,technician,divorced,professional.course,no,no,yes,cellular,aug,thu,74,8,999,0,nonexistent,no
37,technician,single,university.degree,no,yes,no,cellular,apr,mon,6,2,999,0,nonexistent,no
45,admin.,divorced,university.degree,unknown,no,no,telephone,jun,mon,71,1,999,0,nonexistent,no
44,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,87,1,999,0,nonexistent,no
35,services,married,high.school,no,yes,no,telephone,may,mon,368,6,999,0,nonexistent,no
41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,203,2,999,0,nonexistent,no
55,admin.,married,university.degree,unknown,no,yes,cellular,aug,wed,308,2,999,0,nonexistent,no
43,management,married,university.degree,no,yes,no,cellular,apr,mon,818,2,999,1,failure,no
27,blue-collar,single,basic.4y,no,yes,no,cellular,jul,wed,676,5,999,0,nonexistent,no
30,admin.,single,high.school,no,no,no,cellular,aug,fri,254,1,999,0,nonexistent,no
45,unknown,single,high.school,no,yes,no,cellular,jul,wed,83,3,999,0,nonexistent,no
41,blue-collar,divorced,basic.6y,no,no,no,telephone,may,fri,253,2,999,0,nonexistent,no
27,unemployed,single,high.school,no,no,no,cellular,aug,wed,93,1,4,3,success,no
32,blue-collar,single,professional.course,no,no,no,cellular,may,tue,343,6,999,1,failure,no
42,technician,married,professional.course,no,yes,no,cellular,aug,tue,607,3,999,0,nonexistent,yes
48,unemployed,married,university.degree,no,yes,no,cellular,mar,mon,195,2,999,0,nonexistent,no
39,admin.,married,university.degree,no,no,no,telephone,jun,mon,178,1,999,0,nonexistent,no
48,unknown,married,unknown,unknown,yes,no,cellular,jul,tue,198,4,999,0,nonexistent,no
31,admin.,single,high.school,no,no,no,cellular,may,fri,80,4,999,0,nonexistent,no
44,management,married,university.degree,unknown,yes,no,cellular,aug,mon,96,5,999,0,nonexistent,no
29,blue-collar,single,professional.course,no,yes,no,cellular,may,wed,87,3,999,0,nonexistent,no
43,technician,married,unknown,unknown,yes,yes,telephone,may,mon,325,1,999,0,nonexistent,no
44,technician,married,professional.course,unknown,no,yes,cellular,aug,mon,607,1,999,0,nonexistent,no
33,technician,single,university.degree,no,yes,no,cellular,aug,thu,131,11,999,0,nonexistent,no
38,admin.,married,university.degree,no,yes,no,telephone,jun,tue,43,9,999,0,nonexistent,no
45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,263,1,999,0,nonexistent,no
24,admin.,single,high.school,no,yes,yes,telephone,jul,thu,354,1,999,0,nonexistent,no
47,services,married,high.school,unknown,no,no,cellular,may,wed,378,1,999,0,nonexistent,no
50,technician,divorced,professional.course,no,no,no,telephone,may,mon,173,3,999,0,nonexistent,no
43,services,married,basic.6y,no,yes,no,cellular,sep,tue,79,1,999,0,nonexistent,no
29,technician,single,professional.course,no,no,no,cellular,aug,wed,111,1,999,0,nonexistent,no
58,retired,divorced,professional.course,no,no,no,cellular,jul,wed,85,2,999,0,nonexistent,no
27,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,297,3,999,0,nonexistent,no
27,technician,married,professional.course,no,no,no,telephone,jul,wed,36,15,999,0,nonexistent,no
48,entrepreneur,married,basic.6y,no,no,no,cellular,may,wed,1369,3,999,0,nonexistent,no
41,management,married,basic.6y,no,no,no,cellular,apr,thu,281,1,999,0,nonexistent,yes
35,admin.,married,university.degree,no,yes,no,telephone,may,mon,155,1,999,0,nonexistent,no
28,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,mon,163,2,999,0,nonexistent,no
38,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,365,1,999,1,failure,no
30,admin.,married,university.degree,no,no,no,cellular,aug,thu,194,5,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,23,1,999,0,nonexistent,no
39,admin.,married,university.degree,no,no,no,telephone,may,mon,744,6,999,0,nonexistent,yes
46,services,married,high.school,unknown,yes,no,cellular,may,fri,6,1,999,1,failure,no
58,retired,married,basic.4y,unknown,no,no,cellular,jul,mon,22,18,999,0,nonexistent,no
46,management,married,basic.9y,unknown,yes,yes,cellular,jul,mon,488,4,999,0,nonexistent,no
35,admin.,single,university.degree,no,yes,no,cellular,aug,fri,176,4,999,0,nonexistent,no
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,41,2,999,0,nonexistent,no
52,services,single,high.school,no,no,no,telephone,may,tue,455,1,999,0,nonexistent,no
36,management,married,university.degree,unknown,no,no,cellular,aug,tue,504,2,999,0,nonexistent,no
40,blue-collar,single,basic.9y,no,yes,yes,cellular,nov,thu,426,2,999,0,nonexistent,no
36,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,94,1,999,0,nonexistent,no
30,technician,married,professional.course,no,no,yes,cellular,aug,wed,100,1,999,0,nonexistent,no
31,housemaid,married,professional.course,no,yes,no,telephone,jun,wed,36,1,999,0,nonexistent,no
20,student,single,unknown,no,yes,yes,cellular,oct,tue,187,1,3,4,success,yes
65,management,married,high.school,no,yes,no,cellular,jul,thu,117,1,999,2,failure,no
48,blue-collar,married,professional.course,no,no,yes,telephone,may,wed,485,4,999,0,nonexistent,no
31,technician,married,university.degree,no,no,no,cellular,nov,wed,298,1,999,1,failure,no
35,blue-collar,married,professional.course,no,yes,yes,telephone,apr,fri,114,2,999,0,nonexistent,no
53,blue-collar,married,unknown,no,no,no,cellular,aug,mon,115,1,999,0,nonexistent,no
40,management,married,university.degree,no,no,no,cellular,aug,mon,94,3,999,0,nonexistent,no
29,admin.,married,university.degree,no,no,no,cellular,may,mon,90,1,999,0,nonexistent,no
26,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,159,2,999,0,nonexistent,no
52,admin.,married,high.school,no,no,no,cellular,jul,fri,324,1,999,0,nonexistent,no
31,entrepreneur,married,university.degree,no,yes,no,cellular,aug,fri,138,1,999,0,nonexistent,no
32,services,single,high.school,no,no,no,cellular,nov,wed,265,1,999,0,nonexistent,no
36,admin.,married,high.school,no,no,no,cellular,nov,thu,59,2,999,0,nonexistent,no
32,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,255,2,999,0,nonexistent,no
26,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,thu,251,2,999,0,nonexistent,yes
60,retired,married,basic.6y,no,no,no,cellular,aug,mon,79,1,999,0,nonexistent,no
48,admin.,single,university.degree,no,no,no,cellular,nov,tue,148,1,999,1,failure,no
55,entrepreneur,divorced,unknown,no,no,no,cellular,jul,tue,67,9,999,0,nonexistent,no
48,blue-collar,married,basic.6y,no,no,no,telephone,jun,thu,313,2,999,0,nonexistent,no
40,admin.,married,high.school,no,yes,no,cellular,aug,tue,195,1,999,0,nonexistent,no
33,admin.,married,university.degree,no,yes,no,cellular,mar,wed,278,8,999,0,nonexistent,yes
49,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,495,1,999,0,nonexistent,no
46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,274,2,999,0,nonexistent,no
39,entrepreneur,married,high.school,no,no,no,cellular,apr,fri,484,1,999,2,failure,no
41,self-employed,married,unknown,unknown,no,no,cellular,may,wed,100,2,999,1,failure,no
33,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,685,5,999,0,nonexistent,no
41,admin.,married,high.school,no,no,no,cellular,aug,tue,151,1,999,0,nonexistent,no
69,retired,married,high.school,no,no,no,cellular,may,wed,289,1,10,1,success,yes
30,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,175,5,999,0,nonexistent,no
39,technician,divorced,professional.course,no,no,no,telephone,jun,wed,29,2,999,0,nonexistent,no
37,blue-collar,single,professional.course,no,yes,no,cellular,aug,wed,503,8,999,0,nonexistent,no
40,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,217,3,999,0,nonexistent,no
52,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,209,2,999,0,nonexistent,no
39,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,78,1,999,0,nonexistent,no
34,admin.,married,university.degree,no,yes,no,telephone,may,fri,154,3,999,0,nonexistent,no
42,admin.,married,high.school,no,yes,no,cellular,may,tue,111,1,999,0,nonexistent,no
32,student,single,university.degree,no,no,no,telephone,may,mon,258,1,999,0,nonexistent,no
34,admin.,married,university.degree,no,yes,no,cellular,may,mon,186,1,999,1,failure,no
40,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,49,1,999,0,nonexistent,no
27,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,147,3,999,0,nonexistent,no
34,admin.,single,high.school,no,no,no,cellular,jun,fri,548,2,999,0,nonexistent,yes
34,management,married,professional.course,unknown,no,no,telephone,may,thu,484,5,999,0,nonexistent,no
32,admin.,married,high.school,no,no,no,cellular,nov,tue,464,3,999,0,nonexistent,no
58,retired,married,basic.9y,unknown,yes,no,telephone,may,thu,828,3,999,0,nonexistent,yes
27,technician,single,unknown,no,yes,no,cellular,jul,fri,266,6,999,0,nonexistent,no
41,technician,married,university.degree,no,unknown,unknown,telephone,jun,thu,131,10,999,0,nonexistent,no
32,technician,married,university.degree,no,no,no,cellular,jun,mon,60,1,999,0,nonexistent,no
62,admin.,married,high.school,no,no,no,cellular,oct,tue,238,4,18,2,failure,yes
51,blue-collar,married,high.school,no,no,yes,cellular,nov,mon,65,1,999,0,nonexistent,no
49,technician,married,professional.course,no,yes,no,telephone,may,tue,447,1,999,0,nonexistent,no
49,entrepreneur,married,basic.9y,no,yes,no,telephone,may,wed,439,1,999,0,nonexistent,no
27,technician,married,university.degree,no,yes,no,cellular,may,fri,131,3,999,0,nonexistent,no
35,self-employed,married,university.degree,no,no,no,cellular,nov,fri,8,3,999,0,nonexistent,no
39,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,335,3,999,0,nonexistent,no
54,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,266,2,999,0,nonexistent,no
28,technician,married,basic.9y,no,no,no,cellular,apr,thu,263,1,999,0,nonexistent,no
46,admin.,married,basic.6y,unknown,yes,no,cellular,may,mon,275,2,999,0,nonexistent,no
33,services,single,high.school,no,no,yes,cellular,may,mon,171,2,999,0,nonexistent,no
29,technician,married,professional.course,no,yes,no,cellular,oct,fri,319,1,5,2,success,yes
32,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,141,2,999,0,nonexistent,no
42,technician,married,professional.course,no,yes,yes,cellular,aug,wed,543,1,999,0,nonexistent,no
54,admin.,married,high.school,no,no,no,telephone,may,tue,65,3,999,0,nonexistent,no
48,unemployed,single,basic.4y,no,yes,no,telephone,may,tue,112,1,999,0,nonexistent,no
38,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,241,2,999,0,nonexistent,no
37,blue-collar,divorced,basic.6y,no,yes,yes,cellular,nov,tue,963,1,999,1,failure,no
37,services,divorced,high.school,unknown,yes,yes,cellular,apr,mon,92,1,999,1,failure,no
41,technician,divorced,basic.4y,no,yes,no,telephone,jun,fri,128,2,999,0,nonexistent,no
58,entrepreneur,married,basic.4y,no,no,no,cellular,nov,mon,104,2,999,0,nonexistent,no
50,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,247,1,999,1,failure,no
47,technician,married,professional.course,no,no,no,telephone,jun,thu,202,1,999,0,nonexistent,no
35,admin.,single,high.school,no,yes,yes,telephone,may,tue,352,2,999,1,failure,no
56,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,thu,392,2,3,1,success,no
36,services,married,high.school,no,yes,no,cellular,may,tue,83,1,1,1,success,no
36,technician,married,university.degree,no,yes,no,cellular,aug,tue,85,4,999,0,nonexistent,no
49,admin.,single,university.degree,no,no,no,cellular,may,tue,362,1,999,1,failure,no
36,admin.,married,university.degree,no,yes,no,cellular,aug,wed,141,3,999,0,nonexistent,no
21,services,single,high.school,no,yes,no,cellular,jul,tue,344,3,999,0,nonexistent,no
33,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,254,1,999,0,nonexistent,no
39,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,tue,304,2,999,0,nonexistent,no
53,unknown,married,basic.4y,unknown,no,no,cellular,aug,wed,49,2,999,0,nonexistent,no
47,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,107,1,999,0,nonexistent,no
57,retired,unknown,basic.4y,no,no,no,telephone,may,tue,673,1,999,0,nonexistent,no
43,management,married,university.degree,no,no,no,cellular,nov,wed,382,2,999,0,nonexistent,no
34,technician,single,professional.course,no,yes,no,cellular,may,mon,240,6,999,0,nonexistent,no
38,admin.,married,high.school,unknown,no,no,telephone,may,wed,173,4,999,0,nonexistent,no
45,admin.,married,professional.course,no,no,no,cellular,jul,fri,1106,1,999,0,nonexistent,no
33,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,wed,77,2,999,0,nonexistent,no
34,admin.,single,university.degree,no,no,no,cellular,may,mon,283,1,999,0,nonexistent,no
27,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,36,3,999,0,nonexistent,no
44,blue-collar,married,high.school,unknown,yes,no,telephone,may,mon,73,3,999,0,nonexistent,no
45,retired,married,basic.6y,unknown,no,yes,cellular,may,fri,102,1,999,1,failure,no
44,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,1058,1,999,0,nonexistent,no
28,services,divorced,high.school,unknown,no,yes,cellular,jul,fri,278,2,999,0,nonexistent,yes
35,blue-collar,married,basic.9y,no,no,yes,cellular,dec,thu,520,3,999,2,failure,no
52,unemployed,married,high.school,no,yes,no,telephone,jun,tue,235,2,999,0,nonexistent,no
50,blue-collar,married,basic.4y,no,no,no,telephone,aug,tue,39,3,999,0,nonexistent,no
37,services,married,basic.6y,unknown,yes,no,cellular,nov,mon,372,1,999,0,nonexistent,no
36,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,544,2,999,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,cellular,jun,tue,282,2,13,1,success,yes
37,services,married,basic.9y,unknown,no,yes,telephone,may,fri,246,2,999,0,nonexistent,no
41,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,97,3,999,0,nonexistent,no
32,self-employed,single,professional.course,no,unknown,unknown,cellular,aug,tue,151,7,999,0,nonexistent,no
46,blue-collar,married,high.school,unknown,no,no,cellular,jul,mon,33,29,999,0,nonexistent,no
34,management,single,unknown,no,no,no,cellular,jul,tue,416,4,999,0,nonexistent,no
53,management,married,university.degree,no,no,no,cellular,aug,mon,313,4,999,0,nonexistent,no
47,blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,mon,170,8,999,0,nonexistent,no
44,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,359,1,999,0,nonexistent,no
29,services,single,basic.6y,no,yes,no,cellular,jul,wed,476,3,999,0,nonexistent,no
35,technician,married,university.degree,no,yes,yes,cellular,nov,wed,184,2,999,0,nonexistent,no
33,management,single,university.degree,no,yes,yes,cellular,apr,wed,1176,1,999,0,nonexistent,yes
30,student,single,high.school,no,yes,no,cellular,apr,mon,7,6,999,1,failure,no
50,management,married,university.degree,no,yes,no,cellular,jul,tue,98,2,999,0,nonexistent,no
55,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,1136,1,999,0,nonexistent,yes
29,technician,divorced,professional.course,no,no,no,cellular,nov,tue,55,1,999,1,failure,no
40,management,married,university.degree,no,yes,no,cellular,jul,mon,638,3,999,0,nonexistent,yes
50,technician,single,university.degree,no,yes,no,cellular,aug,thu,350,2,999,0,nonexistent,no
39,technician,married,professional.course,no,yes,no,cellular,aug,mon,209,3,999,0,nonexistent,no
32,technician,divorced,professional.course,no,no,yes,cellular,aug,tue,75,1,999,0,nonexistent,no
53,services,single,high.school,unknown,no,yes,telephone,may,fri,55,4,999,0,nonexistent,no
54,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,130,2,999,0,nonexistent,no
29,technician,single,university.degree,no,no,yes,telephone,jul,wed,357,7,999,0,nonexistent,no
38,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,fri,188,2,999,0,nonexistent,no
38,admin.,single,basic.9y,no,no,no,telephone,may,fri,387,1,999,0,nonexistent,no
25,technician,single,high.school,no,no,no,cellular,jul,thu,27,16,999,0,nonexistent,no
40,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,thu,575,1,999,0,nonexistent,no
23,management,single,university.degree,no,yes,no,cellular,jul,tue,314,2,999,0,nonexistent,no
35,admin.,single,high.school,no,yes,no,cellular,nov,mon,139,1,999,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,582,2,999,0,nonexistent,no
35,student,single,high.school,no,no,no,telephone,may,mon,135,1,999,0,nonexistent,no
31,services,single,high.school,no,yes,yes,cellular,jul,mon,232,1,999,0,nonexistent,no
58,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,178,2,999,0,nonexistent,no
38,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,fri,48,4,999,1,failure,no
30,services,single,high.school,no,yes,no,telephone,may,thu,97,2,999,0,nonexistent,no
56,admin.,divorced,basic.9y,unknown,yes,no,telephone,may,thu,42,3,999,0,nonexistent,no
46,unemployed,single,university.degree,no,no,no,cellular,mar,tue,263,1,10,2,success,yes
32,admin.,single,university.degree,no,no,no,telephone,may,tue,389,1,999,0,nonexistent,no
35,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,149,4,999,0,nonexistent,no
49,technician,married,professional.course,no,no,no,cellular,aug,wed,125,3,999,0,nonexistent,no
56,retired,divorced,university.degree,unknown,no,no,cellular,aug,wed,168,2,999,0,nonexistent,no
58,management,married,university.degree,no,yes,no,cellular,jul,mon,260,1,999,0,nonexistent,no
50,admin.,married,university.degree,no,yes,no,cellular,aug,tue,304,8,999,0,nonexistent,no
42,blue-collar,divorced,basic.4y,unknown,no,no,cellular,nov,thu,14,6,999,0,nonexistent,no
40,blue-collar,married,high.school,no,no,no,telephone,may,tue,110,1,999,0,nonexistent,no
49,technician,married,professional.course,no,no,no,telephone,may,fri,736,2,999,0,nonexistent,yes
34,admin.,married,high.school,no,no,no,telephone,jun,mon,540,1,999,0,nonexistent,no
26,student,single,high.school,unknown,yes,no,cellular,may,tue,205,1,999,0,nonexistent,no
45,services,married,professional.course,no,no,no,cellular,apr,tue,329,1,999,1,failure,no
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,115,3,999,0,nonexistent,no
41,technician,divorced,professional.course,no,unknown,unknown,telephone,oct,mon,73,1,999,0,nonexistent,no
33,management,married,university.degree,no,yes,no,telephone,may,fri,95,4,999,0,nonexistent,no
35,technician,married,professional.course,no,no,no,telephone,may,tue,262,3,999,0,nonexistent,no
38,blue-collar,single,basic.6y,no,yes,yes,cellular,may,wed,309,1,999,1,failure,no
35,admin.,married,high.school,no,no,no,cellular,oct,thu,302,1,4,2,success,no
37,admin.,single,high.school,no,no,no,cellular,jul,mon,71,15,999,0,nonexistent,no
56,unknown,married,basic.4y,no,no,no,cellular,oct,tue,480,1,2,2,success,yes
47,services,married,high.school,unknown,no,no,telephone,jun,fri,33,6,999,0,nonexistent,no
31,admin.,married,university.degree,no,no,no,cellular,aug,mon,119,9,999,0,nonexistent,no
45,services,married,basic.4y,no,no,no,telephone,jul,tue,152,4,999,0,nonexistent,no
47,unemployed,married,high.school,unknown,yes,no,telephone,may,fri,237,1,999,0,nonexistent,no
51,admin.,married,university.degree,no,yes,no,cellular,aug,thu,212,1,999,0,nonexistent,yes
30,admin.,married,university.degree,no,yes,yes,cellular,may,mon,742,4,999,0,nonexistent,yes
31,blue-collar,unknown,unknown,unknown,no,no,telephone,may,tue,170,2,999,0,nonexistent,no
33,entrepreneur,married,university.degree,no,no,yes,telephone,jun,thu,166,2,999,0,nonexistent,no
34,technician,married,professional.course,no,no,no,cellular,nov,thu,96,2,999,0,nonexistent,no
52,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,222,2,999,0,nonexistent,no
39,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,311,1,999,0,nonexistent,no
56,entrepreneur,married,unknown,no,yes,no,cellular,jul,thu,129,1,999,0,nonexistent,no
32,admin.,married,university.degree,no,yes,no,cellular,mar,mon,517,1,999,0,nonexistent,yes
46,services,married,high.school,no,no,no,cellular,may,thu,107,4,999,1,failure,no
34,admin.,married,university.degree,no,no,no,telephone,jun,wed,84,4,999,0,nonexistent,no
48,admin.,divorced,high.school,unknown,no,no,cellular,may,mon,146,1,999,0,nonexistent,no
35,services,married,high.school,no,yes,no,cellular,apr,thu,137,1,999,1,failure,no
52,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,thu,160,6,999,0,nonexistent,no
50,management,married,university.degree,no,yes,no,telephone,oct,thu,258,1,999,1,failure,no
39,technician,single,professional.course,unknown,yes,no,cellular,may,fri,264,1,999,0,nonexistent,no
29,services,married,professional.course,no,no,no,cellular,aug,tue,836,3,999,0,nonexistent,yes
32,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,190,1,999,0,nonexistent,no
47,technician,single,professional.course,unknown,no,no,telephone,may,wed,27,1,999,0,nonexistent,no
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,299,1,999,0,nonexistent,no
32,admin.,single,university.degree,no,no,no,cellular,jul,mon,79,2,999,0,nonexistent,no
53,unknown,single,unknown,no,yes,no,cellular,jul,thu,343,1,999,0,nonexistent,no
32,blue-collar,married,professional.course,unknown,yes,no,cellular,may,thu,196,2,999,1,failure,no
57,management,married,university.degree,no,yes,no,telephone,may,thu,278,4,999,0,nonexistent,no
30,technician,single,professional.course,no,no,no,cellular,may,fri,1015,1,999,0,nonexistent,yes
39,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,86,2,999,0,nonexistent,no
37,technician,married,university.degree,no,yes,no,telephone,jun,tue,173,2,999,0,nonexistent,no
31,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,tue,105,1,999,0,nonexistent,no
44,housemaid,married,high.school,unknown,no,no,telephone,may,fri,293,2,999,0,nonexistent,no
44,blue-collar,single,professional.course,no,no,no,cellular,mar,mon,239,1,999,0,nonexistent,yes
58,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,mon,254,2,999,0,nonexistent,no
35,technician,married,university.degree,no,yes,no,cellular,jul,fri,236,2,999,0,nonexistent,no
37,admin.,divorced,university.degree,unknown,yes,yes,cellular,may,mon,121,2,999,0,nonexistent,no
31,technician,divorced,high.school,no,yes,no,cellular,aug,fri,138,1,999,0,nonexistent,no
50,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,209,3,999,0,nonexistent,no
53,services,married,basic.4y,no,no,no,telephone,may,fri,86,5,999,0,nonexistent,no
26,technician,single,university.degree,no,yes,yes,cellular,jul,tue,105,2,999,0,nonexistent,no
33,blue-collar,married,high.school,no,unknown,unknown,cellular,apr,mon,19,5,999,0,nonexistent,no
59,retired,married,high.school,unknown,yes,no,telephone,jun,thu,251,1,999,0,nonexistent,no
45,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,150,3,999,1,failure,no
46,admin.,married,high.school,no,yes,no,telephone,may,wed,100,4,999,0,nonexistent,no
48,admin.,married,high.school,no,no,no,cellular,aug,thu,663,2,999,0,nonexistent,yes
32,admin.,single,university.degree,no,no,no,telephone,may,wed,81,2,999,0,nonexistent,no
59,unemployed,married,basic.4y,no,yes,no,cellular,jun,mon,614,1,6,2,success,yes
38,technician,married,professional.course,unknown,no,yes,cellular,aug,thu,318,3,999,0,nonexistent,no
35,management,married,university.degree,no,unknown,unknown,cellular,aug,tue,696,1,999,0,nonexistent,yes
38,admin.,single,basic.9y,unknown,yes,no,telephone,jun,wed,247,5,999,0,nonexistent,no
39,blue-collar,married,basic.9y,unknown,yes,yes,cellular,apr,wed,120,1,999,1,failure,no
30,technician,married,professional.course,no,yes,no,telephone,oct,tue,521,2,999,0,nonexistent,no
48,technician,married,basic.9y,no,yes,no,cellular,may,mon,87,1,999,0,nonexistent,no
41,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,412,1,999,1,failure,no
32,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,fri,482,2,999,0,nonexistent,yes
32,blue-collar,single,basic.4y,no,yes,yes,telephone,jun,mon,156,1,999,0,nonexistent,no
31,admin.,single,high.school,no,yes,no,cellular,aug,tue,243,2,999,0,nonexistent,no
40,admin.,single,unknown,unknown,yes,no,telephone,may,wed,30,12,999,0,nonexistent,no
34,technician,divorced,basic.9y,no,no,no,telephone,jun,wed,156,3,999,0,nonexistent,no
34,services,single,high.school,no,yes,no,telephone,may,thu,207,1,999,0,nonexistent,no
32,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,may,wed,195,2,999,0,nonexistent,no
32,admin.,married,university.degree,no,yes,no,cellular,aug,tue,126,3,999,0,nonexistent,no
27,admin.,single,high.school,no,yes,no,cellular,jul,thu,5,3,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,104,1,999,1,failure,no
50,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,82,1,999,0,nonexistent,no
29,admin.,married,high.school,no,yes,no,telephone,jun,tue,186,1,999,0,nonexistent,no
