TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
3031617,-5.0,117720.0,,,22.0,-9.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,321.0,500.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3003014,0.0,91346.0,0.0,0.0,0.0,-7.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,12.0,529.0,256.0,,,,,,,,Found,Found,Linux,chrome 62.0,32.0,2560x1440,match_status:2,T,F,T,T,desktop,
3376984,-5.0,339878.0,0.0,0.0,-4.0,-24.0,,,0.0,0.0,100.0,NotFound,19.0,,Found,Found,225.0,15.0,567.0,588.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,HTC Desire 530 Build/MMB29M
3536114,0.0,1332.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,529.0,161.0,,,,,,,,Found,Found,Linux,chrome 66.0,24.0,2560x1440,match_status:2,T,F,T,T,desktop,
3044731,0.0,120861.0,0.0,0.0,1.0,-1.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,T,mobile,SM-A300H Build/LRX22G
3235741,-20.0,190469.0,,,0.0,-5.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,290.0,401.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
3150237,-15.0,175412.0,,,0.0,0.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,,266.0,469.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,T,mobile,SAMSUNG SM-G531H Build/LMY48B
3507448,-5.0,360428.0,0.0,0.0,0.0,-10.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,595.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,F,desktop,Windows
3016853,-5.0,87315.0,,,4.0,-1.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,181.0,,,,,,,,New,NotFound,Windows 8.1,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3183612,-70.0,112866.0,,,0.0,0.0,26.0,-21.0,,,100.0,NotFound,52.0,,New,NotFound,225.0,18.0,427.0,325.0,228.0,14.0,IP_PROXY:TRANSPARENT,11.0,426.0,147.0,Found,New,NotFound,,chrome 63.0,,,,F,F,T,F,desktop,Windows
3045285,0.0,7266.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,144.0,549.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,T,T,T,desktop,Trident/7.0
3056937,0.0,221754.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,271.0,507.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,LG-K580 Build/MRA58K
3019464,0.0,44278.0,,,0.0,0.0,,,,,100.0,NotFound,,-420.0,New,NotFound,166.0,,410.0,350.0,,,,,,,,New,NotFound,iOS 11.1.1,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,T,T,mobile,iOS Device
3303477,-10.0,86542.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,firefox,,,,F,T,T,F,desktop,rv:39.0
3218332,-50.0,94749.0,,,4.0,-26.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,13.0,266.0,563.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,F,mobile,Moto C Build/NRD90M.063
3427976,-10.0,153706.0,1.0,0.0,2.0,0.0,,,1.0,0.0,100.0,NotFound,64.0,,Found,Found,166.0,,529.0,222.0,,,,,,,,Found,Found,,firefox 48.0,,,,F,F,T,F,desktop,rv:48.0
3145090,0.0,141821.0,,,0.0,0.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,SM-A500M Build/LRX22G
3494986,-10.0,49830.0,0.0,0.0,4.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,484.0,325.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,F,desktop,Windows
3291827,-10.0,206401.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,,New,NotFound,225.0,,254.0,507.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,F,desktop,Moto
3048461,-20.0,58176.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,166.0,,492.0,153.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,match_status:1,F,F,F,T,mobile,
3490617,-5.0,76128.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,,312.0,214.0,,,,,,,,Found,Found,Windows 10,chrome 65.0,24.0,1280x1024,match_status:1,T,F,T,F,desktop,Windows
3266548,-5.0,197132.0,0.0,0.0,-4.0,-32.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,13.0,266.0,507.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,SM-A720F Build/NRD90M
3571396,-5.0,72248.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,27.0,242.0,507.0,,,,,,,,New,NotFound,,chrome 66.0,,,,F,F,T,F,desktop,Windows
3016479,-5.0,303958.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,193.0,280.0,,,,,,,,New,NotFound,Windows 10,firefox 57.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3281671,-5.0,222570.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,ie 11.0 for desktop,,,,F,T,T,F,desktop,Trident/7.0
3336017,-5.0,210293.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,SM-A720F Build/NRD90M
3081030,-5.0,238543.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,100.0,368.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3402148,-5.0,306294.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,325.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3019875,-5.0,26458.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,489.0,,,,,,,,Found,Found,Windows 10,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3085328,-5.0,89604.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,492.0,177.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1600x900,match_status:1,T,F,T,T,desktop,Windows
3484182,-5.0,215832.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,,New,NotFound,225.0,,266.0,612.0,,,,,,,,New,NotFound,,chrome 54.0 for android,,,,F,F,T,F,mobile,LG-K500 Build/MMB29M
3536060,-5.0,112137.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 66.0,,,,F,F,T,F,desktop,Windows
3525991,-10.0,170904.0,,,0.0,-33.0,0.0,-33.0,,,100.0,NotFound,64.0,-300.0,New,NotFound,166.0,12.0,122.0,549.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,184.0,Found,New,NotFound,iOS 11.3.0,mobile safari 11.0,32.0,1136x640,match_status:2,T,F,F,F,mobile,iOS Device
3098841,-35.0,245650.0,,,1.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,254.0,507.0,,,,,,,,New,NotFound,,safari generic,,,,F,F,F,T,desktop,
3562677,-5.0,315936.0,,,0.0,0.0,,,0.0,0.0,96.66999816894531,NotFound,52.0,,New,NotFound,225.0,,427.0,127.0,,,,,,,,Found,Found,,chrome 66.0,,,,F,F,T,F,desktop,Windows
3316240,-5.0,675509.0,0.0,0.0,4.0,-23.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,15.0,417.0,507.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,LG-K580 Build/MRA58K
3084679,-5.0,80171.0,,,0.0,0.0,,,0.0,0.0,97.12000274658205,NotFound,52.0,-480.0,New,NotFound,166.0,,542.0,144.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3237935,-5.0,109715.0,0.0,0.0,1.0,-5.0,,,0.0,0.0,100.0,NotFound,49.0,,Found,Found,225.0,15.0,384.0,507.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,E5506 Build/29.1.A.0.101
3088452,0.0,16908.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-480.0,Found,Found,166.0,,542.0,222.0,,,,,,,,Found,Found,Android 8.1.0,chrome 63.0 for android,32.0,,match_status:2,T,F,T,T,mobile,Pixel 2 Build/OPM1.171019.011
3370772,-20.0,126407.0,5.0,0.0,3.0,0.0,,,4.0,-13.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,340.0,,,,,,,,Found,Found,,Mozilla/Firefox,,,,F,F,T,F,mobile,rv:14.0
3485398,-20.0,74031.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,270.0,610.0,,,,,,,,New,NotFound,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3275780,-5.0,377828.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,F,desktop,Windows
3250813,-5.0,370757.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-480.0,Found,Found,166.0,15.0,352.0,222.0,,,,,,,,Found,Found,iOS 10.3.2,mobile safari generic,32.0,2001x1125,match_status:1,T,F,F,F,mobile,iOS Device
3139909,-5.0,111934.0,,,18.0,-14.0,,,0.0,0.0,94.0500030517578,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,533.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1440x900,match_status:2,T,F,T,F,desktop,Windows
3052222,-5.0,12774.0,0.0,0.0,0.0,-9.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,404.0,439.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3115662,0.0,261869.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,266.0,638.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,XT1032 Build/KXB20.9-1.10-1.24-1.1
3389876,-5.0,123297.0,0.0,0.0,19.0,-100.0,,,0.0,0.0,100.0,Found,64.0,-360.0,Found,Found,166.0,13.0,122.0,333.0,,,,,,,,Found,Found,iOS,mobile safari generic,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
3392916,-15.0,175665.0,,,,,16.0,-9.0,,,100.0,NotFound,64.0,-300.0,New,NotFound,,,,,849.0,14.0,IP_PROXY:ANONYMOUS,11.0,123.0,121.0,Found,New,NotFound,Mac OS X 10_9_5,safari generic,24.0,1280x800,match_status:2,T,F,F,F,desktop,MacOS
3005593,-20.0,118426.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,Unknown,,166.0,,499.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_10_5,chrome 62.0,24.0,1800x1125,match_status:2,T,F,F,T,desktop,MacOS
3091807,0.0,29967.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-420.0,Found,Found,166.0,,542.0,266.0,,,,,,,,Found,Found,Mac OS X 10_10_5,chrome 63.0,24.0,1280x800,match_status:2,T,F,T,T,desktop,MacOS
3463645,-5.0,66142.0,,,0.0,0.0,,,0.0,0.0,98.31999969482422,NotFound,52.0,-300.0,New,NotFound,166.0,,312.0,161.0,,,,,,,,Found,Found,Windows 10,chrome 65.0,24.0,1680x1050,match_status:2,T,F,T,T,desktop,Windows
3480253,-5.0,67774.0,0.0,0.0,3.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,15.0,290.0,638.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,
3098244,-5.0,52704.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,633.0,391.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3312109,-5.0,537425.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,153.0,563.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,moto x4 Build/NPW26.83-18-2-0-4
3083007,-5.0,95774.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,529.0,214.0,,,,,,,,New,NotFound,iOS 11.2.0,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3073331,0.0,141189.0,0.0,0.0,0.0,-6.0,,,0.0,0.0,100.0,NotFound,,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,T,mobile,5080A Build/MRA58K
3056141,0.0,113017.0,,,1.0,-35.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,13.0,100.0,533.0,,,,,,,,New,NotFound,Android 7.0,chrome 63.0 for android,32.0,1280x720,match_status:2,T,F,T,T,mobile,LGMP260 Build/NRD90U
3096645,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023155,-5.0,87619.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,12.0,100.0,489.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3489076,-5.0,87871.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,542.0,222.0,,,,,,,,New,NotFound,Windows 7,chrome 65.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3261748,-5.0,75002.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,15.0,542.0,222.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3063131,0.0,192156.0,,,0.0,0.0,,,,,100.0,NotFound,,-480.0,New,NotFound,166.0,,548.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_12_6,chrome 63.0,24.0,2560x1600,match_status:2,T,F,T,T,desktop,MacOS
3446389,-5.0,158090.0,,,0.0,-5.0,,,0.0,0.0,95.16000366210938,NotFound,52.0,,New,NotFound,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,T,T,desktop,rv:11.0
3038290,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380465,-5.0,384227.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,595.0,,,,,,,,New,NotFound,,chrome 65.0,,,,F,F,T,F,desktop,
3432567,-10.0,46838.0,0.0,0.0,1.0,0.0,,,1.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,325.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,
3485735,-5.0,1725.0,0.0,0.0,7.0,-14.0,5.0,-36.0,0.0,0.0,100.0,Found,55.0,-300.0,Found,Found,166.0,15.0,122.0,549.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,184.0,Found,Found,Found,Linux,chrome 65.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,
3268964,-5.0,55706.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,NotFound,33.0,-300.0,Found,Found,166.0,,312.0,256.0,,,,,,,,Found,Found,Mac OS X 10_13_2,chrome 64.0,24.0,2560x1600,match_status:2,T,F,T,F,desktop,MacOS
3037197,-5.0,164411.0,,,4.0,0.0,,,0.0,0.0,94.44000244140624,NotFound,49.0,-480.0,New,NotFound,166.0,,454.0,222.0,,,,,,,,Found,Found,Mac OS X 10_12_6,safari generic,24.0,2880x1800,match_status:2,T,F,F,T,desktop,MacOS
3026670,-5.0,66373.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,,215.0,600.0,,,,,,,,Found,Found,,chrome 62.0,,,match_status:2,F,F,T,T,desktop,Windows
3305827,-5.0,287407.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,153.0,563.0,,,,,,,,New,NotFound,,chrome 64.0,,,,F,F,T,F,desktop,Windows
3548259,-5.0,101210.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,633.0,256.0,,,,,,,,Found,Found,Windows 7,chrome 66.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3476888,-5.0,398021.0,,,9.0,-100.0,,,,,100.0,NotFound,52.0,60.0,New,NotFound,148.0,15.0,410.0,358.0,,,,,,,,New,NotFound,,edge 14.0,,,,F,T,T,F,desktop,Windows
3068624,-5.0,284808.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,312.0,299.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari generic,32.0,1334x750,match_status:2,T,F,T,F,mobile,iOS Device
3528108,-5.0,66719.0,,,0.0,0.0,,,,,100.0,Found,64.0,-300.0,New,NotFound,166.0,,542.0,368.0,,,,,,,,New,NotFound,iOS 11.3.0,mobile safari 11.0,32.0,2208x1242,match_status:2,T,F,F,F,mobile,iOS Device
3065295,-5.0,270052.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3394000,-30.0,299155.0,,,,,10.0,-19.0,,,100.0,NotFound,52.0,-360.0,New,NotFound,,,,,256.0,41.0,IP_PROXY:ANONYMOUS,,435.0,215.0,Found,New,NotFound,,ie 11.0 for desktop,,,,F,T,T,F,desktop,Trident/7.0
3523587,-5.0,66269.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,348.0,533.0,,,,,,,,New,NotFound,Windows 7,firefox 59.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3277808,-5.0,259566.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,LG-X230 Build/MRA58K
3098603,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142975,-5.0,196473.0,,,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-300.0,New,NotFound,166.0,13.0,100.0,535.0,,,,,,,,Found,Found,iOS 11.2.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3403140,-5.0,73970.0,0.0,0.0,2.0,0.0,,,2.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,370.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3076320,-45.0,83196.0,3.0,0.0,2.0,-12.0,,,3.0,0.0,100.0,NotFound,49.0,-480.0,Found,Found,166.0,13.0,321.0,222.0,,,,,,,,Found,Found,Android 7.0,samsung browser 6.2,32.0,1920x1080,match_status:2,T,F,T,F,mobile,SAMSUNG SM-G935T Build/NRD90M
3052667,-5.0,96339.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,,529.0,214.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3361616,-5.0,84024.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,563.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,F,desktop,Windows
3172814,-5.0,142477.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,193.0,521.0,,,,,,,,New,NotFound,iOS 11.2.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3153946,-5.0,72125.0,,,0.0,0.0,,,0.0,0.0,97.5,NotFound,52.0,-360.0,New,NotFound,166.0,,178.0,280.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3560718,-45.0,251328.0,,,4.0,-29.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,15.0,266.0,563.0,,,,,,,,New,NotFound,,chrome 66.0 for android,,,,F,F,T,F,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
3072586,-5.0,127485.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,410.0,177.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3432166,-5.0,270998.0,0.0,0.0,5.0,-10.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,193.0,214.0,,,,,,,,Found,Found,Windows 10,chrome 65.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3387975,-35.0,152603.0,,,0.0,0.0,,,,,100.0,NotFound,62.0,,Unknown,,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 64.0,,,,F,F,F,F,desktop,
3103446,-5.0,127631.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,T,T,F,desktop,Trident/7.0
3130749,-5.0,60965.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,542.0,597.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari generic,32.0,2208x1242,match_status:2,T,F,F,T,mobile,iOS Device
3546585,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183831,-20.0,110586.0,,,0.0,0.0,,,0.0,0.0,97.1999969482422,NotFound,49.0,120.0,Unknown,,137.0,,410.0,632.0,,,,,,,,Found,Found,Mac OS X 10_13_2,chrome 63.0,24.0,2880x1800,match_status:2,T,F,F,T,desktop,MacOS
3039774,-5.0,24092.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,542.0,177.0,,,,,,,,New,NotFound,iOS 11.1.2,chrome 63.0 for ios,32.0,2224x1668,match_status:2,T,F,F,T,mobile,iOS Device
3008048,-15.0,134732.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,F5121 Build/34.3.A.0.228
3479647,-5.0,433331.0,,,5.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,587.0,507.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,F,desktop,Windows
3150451,-5.0,248808.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3010142,-20.0,355923.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,43.0,,Found,Found,225.0,,153.0,563.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,F5121 Build/34.3.A.0.228
3070764,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073763,-5.0,466555.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3104811,-5.0,76967.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,325.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3438277,-5.0,189675.0,0.0,0.0,4.0,-23.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,585.0,507.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,
3383947,-5.0,280041.0,,,0.0,-30.0,,,,,100.0,NotFound,19.0,,New,NotFound,225.0,15.0,417.0,612.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,F,desktop,Moto E (4) Plus Build/NMA26.42-69
3062990,-5.0,71739.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,312.0,214.0,,,,,,,,New,NotFound,iOS 10.3.2,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3287125,-5.0,83027.0,0.0,0.0,2.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1024x768,match_status:2,T,F,T,T,desktop,MDDRJS
3486408,-20.0,189665.0,0.0,0.0,-10.0,-100.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,13.0,266.0,561.0,,,,,,,,Found,Found,,chrome 61.0 for android,,,,F,F,T,F,mobile,Ilium X710 Build/MRA58K
3511449,-5.0,228254.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,-480.0,New,NotFound,102.0,15.0,410.0,160.0,,,,,,,,New,NotFound,iOS,mobile safari 8.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3359547,-5.0,172601.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,5025G Build/LMY47I
3054564,-5.0,63969.0,0.0,0.0,6.0,-12.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,531.0,500.0,,,,,,,,Found,Found,Windows 7,firefox 57.0,24.0,1280x1024,match_status:2,T,F,T,F,desktop,Windows
