school_id_masked,ben_date,censored,mixed_demand,cluster_id,tot_enrol,s_1_5_boys,s_1_5_girls,s_6_8_boys,s_6_8_girls,loc_type,school_grp,Month,Day,Week,Year,lag1_grp_mnth_dd,lag2_grp_mnth_dd,lag3_grp_mnth_dd,prop_grp_mnth_dd,prop_grp_boys15,prop_grp_girls15,prop_grp_boys68,prop_grp_girls68,prop_wk_boys15,prop_wk_girls15,prop_wk_boys68,prop_wk_girls68,true_demand
GXZ-CU9CU5,10/26/2015,0,15.67,0,407,118,131,84,74,Rural,GXZ,10,26,44,2015,1159.03,2509.16,3685.48,0.07,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,15.67
GXZ-CU9CU3,12/19/2014,0,16.49,0,255,87,80,48,40,Rural,GXZ,12,19,51,2014,0,0,0,0.13,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,16.49
GXZ-CU9CU3,12/20/2014,1,23.8,0,255,87,80,48,40,Rural,GXZ,12,20,51,2014,0,0,0,0.13,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,36.08
GXZ-CU9CU3,12/26/2014,1,25,0,255,87,80,48,40,Rural,GXZ,12,26,52,2014,0,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,36.56
GXZ-CU9CU3,12/27/2014,0,17.71,0,255,87,80,48,40,Rural,GXZ,12,27,52,2014,0,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,17.71
GXZ-CU9CU3,1/5/2015,1,25,0,255,87,80,48,40,Rural,GXZ,1,5,2,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,36.56
GXZ-CU9CU3,1/13/2015,1,17.8,0,255,87,80,48,40,Rural,GXZ,1,13,3,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,32.75
GXZ-CU9CU3,1/22/2015,1,25,0,255,87,80,48,40,Rural,GXZ,1,22,4,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,36.56
GXZ-CU9CU3,1/23/2015,1,25,0,255,87,80,48,40,Rural,GXZ,1,23,4,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,36.56
GXZ-CU9CU3,2/10/2015,1,25,0,255,87,80,48,40,Rural,GXZ,2,10,7,2015,4544.86,4043.88,0,0.12,0.48,0.48,0.47,0.46,0.02,0.03,0.02,0.03,36.56
GXZ-CU9CU3,2/19/2015,0,17.31,0,255,87,80,48,40,Rural,GXZ,2,19,8,2015,4544.86,4043.88,0,0.12,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,17.31
GXZ-CU9CU3,3/7/2015,0,10.32,0,255,87,80,48,40,Rural,GXZ,3,7,10,2015,4056.48,4544.86,4043.88,0.15,0.48,0.48,0.47,0.46,0.03,0.04,0.03,0.04,10.32
GXZ-CU9CU3,6/12/2015,0,0,0,255,87,80,48,40,Rural,GXZ,6,12,24,2015,0,0,5214.78,0.09,0.48,0.48,0.47,0.46,0.04,0.04,0.04,0.04,0.00
GXZ-CU9CU3,7/11/2015,0,7.58,0,255,87,80,48,40,Rural,GXZ,7,11,28,2015,3327.01,0,0,0.15,0.48,0.48,0.47,0.46,0.02,0.03,0.02,0.03,7.58
GXZ-CU9CU3,8/24/2015,0,16.68,0,255,87,80,48,40,Rural,GXZ,8,24,35,2015,3685.48,3327.01,0,0.08,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,16.68
GXZ-CU9CU3,8/31/2015,0,15.67,0,255,87,80,48,40,Rural,GXZ,8,31,36,2015,3685.48,3327.01,0,0.08,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,15.67
GXZ-CU9CU3,10/8/2015,0,19.8,0,255,87,80,48,40,Rural,GXZ,10,8,41,2015,1159.03,2509.16,3685.48,0.07,0.48,0.48,0.47,0.46,0.03,0.02,0.03,0.03,19.80
GXZ-CU9CU3,11/6/2015,0,4.37,0,255,87,80,48,40,Rural,GXZ,11,6,45,2015,2385.47,1159.03,2509.16,0.01,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,4.37
GXZ-CU9CU3,2/16/2016,0,0,0,255,87,80,48,40,Rural,GXZ,2,16,8,2016,1784.9,2041.29,335.78,0.12,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,0.00
GXZ-CU9CU3,4/14/2016,0,9.45,0,255,87,80,48,40,Rural,GXZ,4,14,16,2016,1828.35,1892,1784.9,0.02,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,9.45
GXZ-CU9CU3,10/25/2016,0,1.2,0,255,87,80,48,40,Rural,GXZ,10,25,44,2016,965.55,1470.32,3260.46,0.07,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,1.20
GXZ-CU9CU3,11/18/2016,0,0,0,255,87,80,48,40,Rural,GXZ,11,18,47,2016,1059.35,965.55,1470.32,0.01,0.48,0.48,0.47,0.46,0.02,0.02,0.03,0.03,0.00
GXZ-CU9CU2,12/9/2014,0,6.04,0,141,51,43,23,24,Rural,GXZ,12,9,50,2014,0,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,6.04
GXZ-CU9CU2,12/30/2014,0,0,0,141,51,43,23,24,Rural,GXZ,12,30,53,2014,0,0,0,0.13,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,0.00
GXZ-CU9CU2,12/31/2014,0,0,0,141,51,43,23,24,Rural,GXZ,12,31,53,2014,0,0,0,0.13,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,0.00
GXZ-CU9CU2,1/2/2015,1,7.2,0,141,51,43,23,24,Rural,GXZ,1,2,1,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,26.29
GXZ-CU9CU2,1/16/2015,0,0,0,141,51,43,23,24,Rural,GXZ,1,16,3,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,0.00
GXZ-CU9CU2,1/27/2015,0,2.86,0,141,51,43,23,24,Rural,GXZ,1,27,5,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.03,0.02,0.03,2.86
GXZ-CU9CU2,2/10/2015,0,0,0,141,51,43,23,24,Rural,GXZ,2,10,7,2015,4544.86,4043.88,0,0.12,0.48,0.48,0.47,0.46,0.02,0.03,0.02,0.03,0.00
GXZ-CU9CU2,2/26/2015,1,7.2,0,141,51,43,23,24,Rural,GXZ,2,26,9,2015,4544.86,4043.88,0,0.12,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,26.29
GXZ-CU9CU2,3/12/2015,1,7.2,0,141,51,43,23,24,Rural,GXZ,3,12,11,2015,4056.48,4544.86,4043.88,0.15,0.48,0.48,0.47,0.46,0.04,0.04,0.04,0.04,26.29
GXZ-CU9CU2,3/13/2015,1,7.2,0,141,51,43,23,24,Rural,GXZ,3,13,11,2015,4056.48,4544.86,4043.88,0.15,0.48,0.48,0.47,0.46,0.04,0.04,0.04,0.04,26.29
GXZ-CU9CU2,6/22/2015,0,15.04,0,141,51,43,23,24,Rural,GXZ,6,22,26,2015,0,0,5214.78,0.09,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,15.04
GXZ-CU9CU2,11/3/2015,0,0,0,141,51,43,23,24,Rural,GXZ,11,3,45,2015,2385.47,1159.03,2509.16,0.01,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,0.00
GXZ-CU9CU2,11/5/2015,0,10.78,0,141,51,43,23,24,Rural,GXZ,11,5,45,2015,2385.47,1159.03,2509.16,0.01,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,10.78
GXZ-CU9CU2,10/25/2016,0,2.1,0,141,51,43,23,24,Rural,GXZ,10,25,44,2016,965.55,1470.32,3260.46,0.07,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,2.10
GXZ-CU8CU9,1/10/2015,0,0,0,111,41,29,15,26,Rural,GXZ,1,10,2,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,0.00
GXZ-CU8CU9,1/22/2015,0,11.7,0,111,41,29,15,26,Rural,GXZ,1,22,4,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,11.70
GXZ-CU8CU9,2/3/2015,1,17.8,0,111,41,29,15,26,Rural,GXZ,2,3,6,2015,4544.86,4043.88,0,0.12,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,32.75
GXZ-CU8CU9,3/23/2015,0,0,0,111,41,29,15,26,Rural,GXZ,3,23,13,2015,4056.48,4544.86,4043.88,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,0.00
GXZ-CU8CU9,7/19/2016,0,0,0,111,41,29,15,26,Rural,GXZ,7,19,30,2016,1079.55,0,790.15,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,0.00
GXZ-CU8CU9,9/30/2016,0,0,0,111,41,29,15,26,Rural,GXZ,9,30,40,2016,1470.32,3260.46,1079.55,0.04,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,0.00
GXZ-CU8CU9,10/2/2016,0,0,0,111,41,29,15,26,Rural,GXZ,10,2,41,2016,965.55,1470.32,3260.46,0.07,0.48,0.48,0.47,0.46,0.03,0.02,0.03,0.03,0.00
GXZ-CU8CU9,11/19/2016,0,0,0,111,41,29,15,26,Rural,GXZ,11,19,47,2016,1059.35,965.55,1470.32,0.01,0.48,0.48,0.47,0.46,0.02,0.02,0.03,0.03,0.00
GXZ-CU8CU8,12/10/2014,0,22.14,0,396,100,99,104,93,Rural,GXZ,12,10,50,2014,0,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,22.14
GXZ-CU8CU8,12/26/2014,0,8.83,0,396,100,99,104,93,Rural,GXZ,12,26,52,2014,0,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,8.83
GXZ-CU8CU8,1/1/2015,0,19.9,0,396,100,99,104,93,Rural,GXZ,1,1,1,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,19.90
GXZ-CU8CU8,1/5/2015,1,31,0,396,100,99,104,93,Rural,GXZ,1,5,2,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,39.55
GXZ-CU8CU8,1/6/2015,0,15.25,0,396,100,99,104,93,Rural,GXZ,1,6,2,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,15.25
GXZ-CU8CU8,1/13/2015,0,10.12,0,396,100,99,104,93,Rural,GXZ,1,13,3,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,10.12
GXZ-CU8CU8,2/20/2015,0,22.48,0,396,100,99,104,93,Rural,GXZ,2,20,8,2015,4544.86,4043.88,0,0.12,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,22.48
GXZ-CU8CU8,3/2/2015,0,22.44,0,396,100,99,104,93,Rural,GXZ,3,2,10,2015,4056.48,4544.86,4043.88,0.15,0.48,0.48,0.47,0.46,0.03,0.04,0.03,0.04,22.44
GXZ-CU8CU8,3/14/2015,0,26.94,0,396,100,99,104,93,Rural,GXZ,3,14,11,2015,4056.48,4544.86,4043.88,0.15,0.48,0.48,0.47,0.46,0.04,0.04,0.04,0.04,26.94
GXZ-CU8CU8,3/20/2015,1,31,0,396,100,99,104,93,Rural,GXZ,3,20,12,2015,4056.48,4544.86,4043.88,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,39.55
GXZ-CU8CU8,6/11/2015,0,14.15,0,396,100,99,104,93,Rural,GXZ,6,11,24,2015,0,0,5214.78,0.09,0.48,0.48,0.47,0.46,0.04,0.04,0.04,0.04,14.15
GXZ-CU8CU8,6/19/2015,0,26.48,0,396,100,99,104,93,Rural,GXZ,6,19,25,2015,0,0,5214.78,0.09,0.48,0.48,0.47,0.46,0.03,0.02,0.03,0.03,26.48
GXZ-CU8CU8,6/24/2015,0,27.12,0,396,100,99,104,93,Rural,GXZ,6,24,26,2015,0,0,5214.78,0.09,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,27.12
GXZ-CU8CU8,7/23/2015,0,27.85,0,396,100,99,104,93,Rural,GXZ,7,23,30,2015,3327.01,0,0,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,27.85
GXZ-CU8CU8,7/27/2015,0,18.57,0,396,100,99,104,93,Rural,GXZ,7,27,31,2015,3327.01,0,0,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,18.57
GXZ-CU8CU8,11/6/2015,0,12.7,0,396,100,99,104,93,Rural,GXZ,11,6,45,2015,2385.47,1159.03,2509.16,0.01,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,12.70
GXZ-CU8CU8,4/14/2016,0,7.53,0,396,100,99,104,93,Rural,GXZ,4,14,16,2016,1828.35,1892,1784.9,0.02,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,7.53
GXZ-CU8CU8,7/15/2016,0,19.5,0,396,100,99,104,93,Rural,GXZ,7,15,29,2016,1079.55,0,790.15,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,19.50
GXZ-CU8CU8,9/23/2016,0,0,0,396,100,99,104,93,Rural,GXZ,9,23,39,2016,1470.32,3260.46,1079.55,0.04,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,0.00
GXZ-CU8CU8,11/18/2016,0,0,0,396,100,99,104,93,Rural,GXZ,11,18,47,2016,1059.35,965.55,1470.32,0.01,0.48,0.48,0.47,0.46,0.02,0.02,0.03,0.03,0.00
GXZ-CU8CU7,1/24/2015,0,27.82,0,526,141,156,119,110,Rural,GXZ,1,24,4,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,27.82
GXZ-CU8CU7,1/28/2015,0,29.28,0,526,141,156,119,110,Rural,GXZ,1,28,5,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.02,0.03,0.02,0.03,29.28
GXZ-CU8CU7,2/9/2015,0,32.12,0,526,141,156,119,110,Rural,GXZ,2,9,7,2015,4544.86,4043.88,0,0.12,0.48,0.48,0.47,0.46,0.02,0.03,0.02,0.03,32.12
GXZ-CU8CU7,3/17/2015,0,13.8,0,526,141,156,119,110,Rural,GXZ,3,17,12,2015,4056.48,4544.86,4043.88,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,13.80
GXZ-CU8CU7,6/29/2015,0,38.56,0,526,141,156,119,110,Rural,GXZ,6,29,27,2015,0,0,5214.78,0.09,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,38.56
GXZ-CU8CU7,7/27/2015,0,26.14,0,526,141,156,119,110,Rural,GXZ,7,27,31,2015,3327.01,0,0,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,26.14
GXZ-CU8CU7,8/6/2015,0,34.78,0,526,141,156,119,110,Rural,GXZ,8,6,32,2015,3685.48,3327.01,0,0.08,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,34.78
GXZ-CU8CU7,8/24/2015,0,17.43,0,526,141,156,119,110,Rural,GXZ,8,24,35,2015,3685.48,3327.01,0,0.08,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,17.43
GXZ-CU8CU7,10/12/2015,0,19.44,0,526,141,156,119,110,Rural,GXZ,10,12,42,2015,1159.03,2509.16,3685.48,0.07,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,19.44
GXZ-CU8CU7,10/13/2015,0,17.11,0,526,141,156,119,110,Rural,GXZ,10,13,42,2015,1159.03,2509.16,3685.48,0.07,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,17.11
GXZ-CU8CU7,10/27/2015,0,19.65,0,526,141,156,119,110,Rural,GXZ,10,27,44,2015,1159.03,2509.16,3685.48,0.07,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,19.65
GXZ-CU8CU7,12/3/2015,0,13.48,0,526,141,156,119,110,Rural,GXZ,12,3,49,2015,335.78,2385.47,1159.03,0.13,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,13.48
GXZ-CU8CU7,12/11/2015,1,41.6,0,526,141,156,119,110,Rural,GXZ,12,11,50,2015,335.78,2385.47,1159.03,0.13,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,49.98
GXZ-CU8CU7,1/11/2016,0,20.6,0,526,141,156,119,110,Rural,GXZ,1,11,3,2016,2041.29,335.78,2385.47,0.13,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,20.60
GXZ-CU8CU7,1/13/2016,0,15.98,0,526,141,156,119,110,Rural,GXZ,1,13,3,2016,2041.29,335.78,2385.47,0.13,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,15.98
GXZ-CU8CU7,1/29/2016,1,41.6,0,526,141,156,119,110,Rural,GXZ,1,29,5,2016,2041.29,335.78,2385.47,0.13,0.48,0.48,0.47,0.46,0.02,0.03,0.02,0.03,49.98
GXZ-CU8CU7,2/2/2016,0,26.48,0,526,141,156,119,110,Rural,GXZ,2,2,6,2016,1784.9,2041.29,335.78,0.12,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,26.48
GXZ-CU8CU7,2/5/2016,1,41.6,0,526,141,156,119,110,Rural,GXZ,2,5,6,2016,1784.9,2041.29,335.78,0.12,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,49.98
GXZ-CU8CU7,2/10/2016,0,26.68,0,526,141,156,119,110,Rural,GXZ,2,10,7,2016,1784.9,2041.29,335.78,0.12,0.48,0.48,0.47,0.46,0.02,0.03,0.02,0.03,26.68
GXZ-CU8CU7,2/19/2016,0,12.78,0,526,141,156,119,110,Rural,GXZ,2,19,8,2016,1784.9,2041.29,335.78,0.12,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,12.78
GXZ-CU8CU7,3/8/2016,0,36.68,0,526,141,156,119,110,Rural,GXZ,3,8,11,2016,1892,1784.9,2041.29,0.15,0.48,0.48,0.47,0.46,0.04,0.04,0.04,0.04,36.68
GXZ-CU8CU7,3/17/2016,0,32.35,0,526,141,156,119,110,Rural,GXZ,3,17,12,2016,1892,1784.9,2041.29,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,32.35
GXZ-CU8CU7,4/9/2016,0,33.35,0,526,141,156,119,110,Rural,GXZ,4,9,15,2016,1828.35,1892,1784.9,0.02,0.48,0.48,0.47,0.46,0.00,0.00,0.00,0.00,33.35
GXZ-CU8CU7,4/14/2016,0,8.39,0,526,141,156,119,110,Rural,GXZ,4,14,16,2016,1828.35,1892,1784.9,0.02,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,8.39
GXZ-CU8CU7,4/18/2016,0,15.55,0,526,141,156,119,110,Rural,GXZ,4,18,17,2016,1828.35,1892,1784.9,0.02,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,15.55
GXZ-CU8CU7,6/17/2016,0,37.5,0,526,141,156,119,110,Rural,GXZ,6,17,25,2016,0,790.15,1828.35,0.09,0.48,0.48,0.47,0.46,0.03,0.02,0.03,0.03,37.50
GXZ-CU8CU7,7/2/2016,1,41.6,0,526,141,156,119,110,Rural,GXZ,7,2,27,2016,1079.55,0,790.15,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,49.98
GXZ-CU8CU7,7/5/2016,1,41.6,0,526,141,156,119,110,Rural,GXZ,7,5,28,2016,1079.55,0,790.15,0.15,0.48,0.48,0.47,0.46,0.02,0.03,0.02,0.03,49.98
GXZ-CU8CU7,7/8/2016,1,41.6,0,526,141,156,119,110,Rural,GXZ,7,8,28,2016,1079.55,0,790.15,0.15,0.48,0.48,0.47,0.46,0.02,0.03,0.02,0.03,49.98
GXZ-CU8CU7,7/30/2016,0,35.5,0,526,141,156,119,110,Rural,GXZ,7,30,31,2016,1079.55,0,790.15,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,35.50
GXZ-CU8CU7,8/19/2016,0,0,0,526,141,156,119,110,Rural,GXZ,8,19,34,2016,3260.46,1079.55,0,0.08,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,0.00
GXZ-CU8CU7,8/29/2016,0,14.8,0,526,141,156,119,110,Rural,GXZ,8,29,36,2016,3260.46,1079.55,0,0.08,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,14.80
GXZ-CU8CU7,8/30/2016,0,18.8,0,526,141,156,119,110,Rural,GXZ,8,30,36,2016,3260.46,1079.55,0,0.08,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,18.80
GXZ-CU8CU7,9/8/2016,0,34.1,0,526,141,156,119,110,Rural,GXZ,9,8,37,2016,1470.32,3260.46,1079.55,0.04,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,34.10
GXZ-CU8CU7,9/12/2016,0,19.2,0,526,141,156,119,110,Rural,GXZ,9,12,38,2016,1470.32,3260.46,1079.55,0.04,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,19.20
GXZ-CU8CU7,10/2/2016,0,7.65,0,526,141,156,119,110,Rural,GXZ,10,2,41,2016,965.55,1470.32,3260.46,0.07,0.48,0.48,0.47,0.46,0.03,0.02,0.03,0.03,7.65
GXZ-CU8CU7,10/25/2016,0,11.1,0,526,141,156,119,110,Rural,GXZ,10,25,44,2016,965.55,1470.32,3260.46,0.07,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,11.10
GXZ-CU8CU5,12/4/2014,0,15.43,0,206,60,57,47,42,Rural,GXZ,12,4,49,2014,0,0,0,0.13,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,15.43
GXZ-CU8CU5,2/9/2015,0,0,0,206,60,57,47,42,Rural,GXZ,2,9,7,2015,4544.86,4043.88,0,0.12,0.48,0.48,0.47,0.46,0.02,0.03,0.02,0.03,0.00
GXZ-CU8CU5,10/23/2015,1,23.8,0,206,60,57,47,42,Rural,GXZ,10,23,43,2015,1159.03,2509.16,3685.48,0.07,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,36.08
GXZ-CU8CU5,11/18/2016,0,0,0,206,60,57,47,42,Rural,GXZ,11,18,47,2016,1059.35,965.55,1470.32,0.01,0.48,0.48,0.47,0.46,0.02,0.02,0.03,0.03,0.00
GXZ-CU8CU2,7/14/2015,0,29.94,0,385,123,91,89,82,Rural,GXZ,7,14,29,2015,3327.01,0,0,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,29.94
GXZ-CU8CU2,10/23/2015,1,35.6,0,385,123,91,89,82,Rural,GXZ,10,23,43,2015,1159.03,2509.16,3685.48,0.07,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,43.13
GXZ-CU8CU2,1/30/2016,0,30.31,0,385,123,91,89,82,Rural,GXZ,1,30,5,2016,2041.29,335.78,2385.47,0.13,0.48,0.48,0.47,0.46,0.02,0.03,0.02,0.03,30.31
GXZ-CU8,8/4/2015,0,1.95,0,366,109,108,66,83,City,GXZ,8,4,32,2015,3685.48,3327.01,0,0.08,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,1.95
GXZ-CU8,8/12/2015,0,12.08,0,366,109,108,66,83,City,GXZ,8,12,33,2015,3685.48,3327.01,0,0.08,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,12.08
GXZ-CU8,7/12/2016,1,41.6,0,366,109,108,66,83,City,GXZ,7,12,29,2016,1079.55,0,790.15,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,49.98
GXZ-CU7CU7,1/16/2015,1,23.8,0,330,99,95,73,63,Rural,GXZ,1,16,3,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,36.08
GXZ-CU7CU7,3/2/2015,1,41.6,0,330,99,95,73,63,Rural,GXZ,3,2,10,2015,4056.48,4544.86,4043.88,0.15,0.48,0.48,0.47,0.46,0.03,0.04,0.03,0.04,49.98
GXZ-CU7CU7,8/17/2015,0,35.85,0,330,99,95,73,63,Rural,GXZ,8,17,34,2015,3685.48,3327.01,0,0.08,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,35.85
GXZ-CU7CU7,10/23/2015,1,41.6,0,330,99,95,73,63,Rural,GXZ,10,23,43,2015,1159.03,2509.16,3685.48,0.07,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,49.98
GXZ-CU7CU7,2/18/2016,0,5.8,0,330,99,95,73,63,Rural,GXZ,2,18,8,2016,1784.9,2041.29,335.78,0.12,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,5.80
GXZ-CU7CU7,9/8/2016,0,14.1,0,330,99,95,73,63,Rural,GXZ,9,8,37,2016,1470.32,3260.46,1079.55,0.04,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,14.10
GXZ-CU7CU5,1/13/2015,0,23.48,0,623,171,153,145,154,Rural,GXZ,1,13,3,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,23.48
GXZ-CU7CU5,1/16/2015,0,10.46,0,623,171,153,145,154,Rural,GXZ,1,16,3,2015,4043.88,0,0,0.13,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,10.46
GXZ-CU7CU5,3/2/2015,0,54.32,0,623,171,153,145,154,Rural,GXZ,3,2,10,2015,4056.48,4544.86,4043.88,0.15,0.48,0.48,0.47,0.46,0.03,0.04,0.03,0.04,54.32
GXZ-CU7CU5,3/14/2015,0,32.32,0,623,171,153,145,154,Rural,GXZ,3,14,11,2015,4056.48,4544.86,4043.88,0.15,0.48,0.48,0.47,0.46,0.04,0.04,0.04,0.04,32.32
GXZ-CU7CU5,6/8/2015,0,8.45,0,623,171,153,145,154,Rural,GXZ,6,8,24,2015,0,0,5214.78,0.09,0.48,0.48,0.47,0.46,0.04,0.04,0.04,0.04,8.45
GXZ-CU7CU5,7/14/2015,0,37.08,0,623,171,153,145,154,Rural,GXZ,7,14,29,2015,3327.01,0,0,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,37.08
GXZ-CU7CU5,7/22/2015,0,57.18,0,623,171,153,145,154,Rural,GXZ,7,22,30,2015,3327.01,0,0,0.15,0.48,0.48,0.47,0.46,0.03,0.03,0.03,0.03,57.18
GXZ-CU7CU5,8/24/2015,0,34.08,0,623,171,153,145,154,Rural,GXZ,8,24,35,2015,3685.48,3327.01,0,0.08,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,34.08
GXZ-CU7CU5,10/3/2015,0,25.4,0,623,171,153,145,154,Rural,GXZ,10,3,40,2015,1159.03,2509.16,3685.48,0.07,0.48,0.48,0.47,0.46,0.01,0.01,0.01,0.01,25.40
GXZ-CU7CU5,10/10/2015,1,48.8,0,623,171,153,145,154,Rural,GXZ,10,10,41,2015,1159.03,2509.16,3685.48,0.07,0.48,0.48,0.47,0.46,0.03,0.02,0.03,0.03,56.16
GXZ-CU7CU5,10/23/2015,1,48.8,0,623,171,153,145,154,Rural,GXZ,10,23,43,2015,1159.03,2509.16,3685.48,0.07,0.48,0.48,0.47,0.46,0.02,0.02,0.02,0.02,56.16
GXZ-CU7CU5,4/9/2016,0,22.9,0,623,171,153,145,154,Rural,GXZ,4,9,15,2016,1828.35,1892,1784.9,0.02,0.48,0.48,0.47,0.46,0.00,0.00,0.00,0.00,22.90
