CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN
0,10,4,1,0,0,0,0,0,1038,0,3,4,0,1,0,1,0,3,0,0,49,0,0,1,2,2,1,1,0
3,6,2,0,0,1,0,0,0,1543,3,2,4,1,0,0,0,0,2,1,0,33,0,0,1,1,2,1,0,0
3,30,2,0,1,0,0,0,0,4811,4,3,2,0,0,0,0,0,4,0,0,24,1,1,0,1,1,1,0,0
1,9,2,1,0,0,0,0,0,276,0,2,4,0,0,1,0,0,4,1,0,22,0,1,0,1,1,1,0,0
1,48,2,0,0,0,0,0,0,5381,4,0,3,0,1,0,0,0,4,0,1,40,1,0,0,1,0,1,1,0
3,24,2,0,0,1,0,0,0,5511,1,2,4,0,1,0,0,0,1,0,0,25,1,0,1,1,2,1,0,0
2,24,2,0,0,1,0,0,0,3749,0,1,2,0,0,0,0,0,4,0,0,26,0,0,1,1,2,1,0,0
2,4,2,1,0,0,0,0,0,1494,4,1,1,0,1,0,0,0,2,1,0,29,0,0,1,1,1,2,0,1
0,12,2,0,0,1,0,0,0,708,0,2,2,0,1,0,0,1,3,0,0,38,0,0,1,1,1,2,0,0
1,24,2,0,0,1,0,0,0,4351,4,2,1,0,0,0,0,0,4,0,0,48,0,0,1,1,1,1,1,0
3,12,4,0,0,0,0,1,0,701,0,2,4,0,1,0,0,0,2,0,0,32,0,0,1,2,2,1,0,0
0,15,3,0,0,1,0,0,0,3643,0,4,1,0,0,0,0,0,4,0,0,27,0,0,1,2,1,1,0,0
0,24,2,0,1,0,0,0,0,2910,0,3,2,0,1,0,0,0,1,0,1,34,0,0,0,1,3,1,1,0
0,18,2,0,0,1,0,0,0,2659,3,2,4,0,1,0,0,0,2,0,0,28,0,0,1,1,2,1,0,0
3,18,4,1,0,0,0,0,0,1028,0,2,4,0,0,0,0,0,3,1,0,36,0,0,1,2,2,1,0,0
0,8,4,1,0,0,0,0,0,3398,0,3,1,0,1,0,0,0,4,1,0,39,0,0,1,2,1,1,0,1
3,12,4,0,0,1,0,0,0,5801,4,4,2,0,1,0,0,0,4,0,0,49,0,1,0,1,2,1,1,0
3,24,2,1,0,0,0,0,0,1525,3,3,4,0,0,0,0,0,3,0,0,34,0,0,1,1,2,2,1,0
2,36,2,0,0,0,1,0,0,4473,0,4,4,0,1,0,0,0,2,0,0,31,0,0,1,1,2,1,0,0
1,6,2,0,0,0,1,0,0,1068,0,4,4,0,1,0,0,0,4,0,0,28,0,0,1,1,2,2,0,0
0,24,4,0,1,0,0,0,0,6615,0,0,2,0,1,0,0,0,4,0,1,75,0,0,0,2,3,1,1,0
1,13,2,0,0,0,1,0,0,2101,0,1,2,0,0,0,0,1,4,0,0,23,0,0,1,1,1,1,0,0
0,24,2,0,0,1,0,0,0,4169,0,2,4,0,1,0,0,0,4,0,0,28,0,0,1,1,2,1,0,0
1,10,2,0,0,1,0,0,0,1521,0,2,4,1,0,0,0,0,2,0,0,31,0,0,1,1,1,1,0,0
1,24,4,0,0,0,0,1,0,5743,0,1,2,0,0,0,0,0,4,0,1,24,0,0,0,2,2,1,1,0
0,21,2,0,0,1,0,0,0,3599,0,3,1,0,0,0,0,0,4,0,0,26,0,1,0,1,1,1,0,0
1,18,2,0,0,0,1,0,0,3213,2,1,1,0,0,1,0,0,3,1,0,25,0,1,0,1,2,1,0,0
1,18,2,0,0,0,0,0,1,4439,0,4,1,0,1,0,1,0,1,1,0,33,1,0,1,1,3,1,1,0
2,10,2,1,0,0,0,0,0,3949,0,1,1,0,1,0,0,1,1,0,0,37,0,0,1,1,1,2,0,0
3,15,4,0,0,0,1,0,0,1459,0,2,4,0,0,0,0,0,2,0,0,43,0,0,1,1,1,1,0,0
1,13,4,0,0,0,1,0,0,882,0,1,4,0,1,0,0,1,4,1,0,23,0,0,1,2,2,1,0,0
1,24,2,0,0,0,1,0,0,3758,2,0,1,0,0,0,0,0,4,0,1,23,0,1,0,1,0,1,0,0
3,6,3,0,0,0,0,0,1,1743,1,2,1,0,1,0,0,0,2,1,0,34,0,0,1,2,1,1,0,0
3,9,2,0,0,0,0,0,0,1236,0,1,1,0,0,0,0,0,4,1,0,23,0,1,0,1,2,1,1,0
3,18,4,0,1,0,0,0,0,3229,4,0,2,0,1,0,0,0,4,0,1,38,0,0,1,1,3,1,1,0
3,10,2,0,0,0,0,1,0,727,2,4,4,0,1,0,0,0,4,0,1,46,0,0,0,1,2,1,1,0
3,12,4,0,0,0,1,0,0,2331,4,4,1,0,1,0,1,0,4,1,0,49,0,0,1,1,2,1,1,0
3,12,2,0,0,0,1,0,0,776,0,2,4,0,0,1,0,0,2,1,0,28,0,0,1,1,2,1,0,0
1,18,2,0,0,0,0,1,0,1239,4,2,4,0,1,0,0,0,4,0,1,61,0,0,0,1,2,1,0,0
2,12,2,0,0,0,1,0,0,3399,4,4,2,0,1,0,0,0,3,0,0,37,0,0,1,1,3,1,0,0
2,12,3,1,0,0,0,0,0,2247,0,2,2,0,0,0,0,0,2,0,0,36,1,0,1,2,2,1,1,0
3,6,2,0,0,1,0,0,0,1766,0,2,1,0,0,1,0,0,2,0,0,21,0,1,0,1,2,1,0,0
3,12,2,0,0,0,0,0,1,1542,0,3,2,0,1,0,0,0,4,0,0,36,0,0,1,1,2,1,1,0
3,18,4,0,1,0,0,0,0,3850,0,3,3,0,1,0,0,0,1,0,0,27,0,0,1,2,2,1,0,0
0,18,2,0,0,1,0,0,0,3650,0,1,1,0,0,0,0,0,4,0,0,22,0,1,0,1,2,1,0,0
1,18,2,0,0,1,0,0,0,3001,0,3,2,0,0,0,0,0,4,1,0,40,0,1,0,1,2,1,0,0
3,36,2,1,0,0,0,0,0,3079,4,2,4,0,1,0,0,0,4,1,0,36,0,0,1,1,2,1,0,0
3,18,4,0,0,0,1,0,0,6070,0,4,3,0,1,0,0,0,4,0,0,33,0,0,1,2,2,1,1,0
3,10,4,0,0,1,0,0,0,2146,0,1,1,0,0,0,0,0,3,1,0,23,0,1,0,2,2,1,0,0
3,60,4,1,0,0,0,0,0,13756,4,4,2,0,1,0,0,0,4,0,1,63,1,0,0,1,3,1,1,0
3,18,3,0,0,0,1,0,0,2320,0,0,2,0,0,1,0,0,3,1,0,34,0,0,1,2,2,1,0,0
3,7,3,0,0,0,1,0,0,846,4,4,3,0,1,0,0,0,4,0,1,36,0,0,0,1,2,1,0,0
3,6,4,1,0,0,0,0,0,362,1,2,4,0,0,0,0,0,4,0,0,52,0,0,1,2,1,1,0,0
0,20,2,0,0,1,0,0,0,2212,4,3,4,0,1,0,0,0,4,0,0,39,0,0,1,1,2,1,1,0
3,22,2,1,0,0,0,0,0,1283,4,3,4,0,0,0,0,0,4,0,0,25,0,1,0,1,2,1,0,0
2,12,2,1,0,0,0,0,0,1330,0,1,4,0,1,0,0,0,1,1,0,26,0,0,1,1,2,1,0,0
3,30,3,0,0,0,0,0,1,4272,1,2,2,0,1,0,0,0,2,0,0,26,0,0,1,2,1,1,0,0
3,18,4,0,0,0,1,0,0,2238,0,2,2,0,0,0,0,0,1,0,0,25,0,0,1,2,2,1,0,0
3,18,2,0,0,0,1,0,0,1126,4,1,4,0,0,0,0,0,2,1,0,21,0,1,0,1,2,1,1,0
1,18,4,0,0,1,0,0,0,7374,0,0,4,0,1,0,0,0,4,0,0,40,1,0,1,2,3,1,1,0
1,15,4,0,0,0,0,0,1,2326,2,2,2,0,1,0,0,0,4,0,0,27,1,0,1,1,2,1,0,0
3,9,2,0,0,0,0,0,1,1449,0,3,3,0,0,0,0,0,2,0,0,27,0,0,1,2,2,1,0,0
3,18,2,1,0,0,0,0,0,1820,0,2,2,0,0,1,0,0,2,0,0,30,0,0,1,1,3,1,1,0
1,12,2,0,0,1,0,0,0,983,3,1,1,0,0,0,0,0,4,1,0,19,0,1,0,1,1,1,0,0
0,36,2,1,0,0,0,0,0,3249,0,3,2,0,1,0,0,0,4,0,1,39,1,0,0,1,3,2,1,0
0,6,4,0,0,0,1,0,0,1957,0,3,1,0,0,0,0,0,4,0,0,31,0,0,1,1,2,1,0,0
3,9,4,0,0,1,0,0,0,2406,0,0,2,0,1,0,0,0,3,0,0,31,0,0,1,1,3,1,0,0
1,39,3,0,0,0,0,1,0,11760,1,3,2,0,1,0,0,0,3,0,1,32,0,1,0,1,2,1,1,0
0,12,2,0,0,1,0,0,0,2578,0,0,3,0,0,0,0,0,4,0,1,55,0,0,0,1,3,1,0,0
0,36,4,0,0,1,0,0,0,2348,0,2,3,0,0,1,0,0,2,0,0,46,0,0,1,2,2,1,1,0
3,24,4,0,0,0,1,0,0,1516,3,2,4,0,0,0,0,0,1,1,0,43,0,0,1,2,1,1,0,0
3,18,2,0,0,0,1,0,0,1473,0,1,3,0,0,1,0,0,4,1,0,39,0,0,1,1,2,1,1,0
1,18,4,0,0,0,0,0,1,1887,4,2,4,0,0,1,0,0,4,1,0,28,1,0,1,2,2,1,0,0
3,14,3,1,0,0,0,0,0,802,0,2,4,0,1,0,0,0,2,0,0,27,0,0,1,2,1,1,0,0
1,18,3,1,0,0,0,0,0,2899,4,4,4,0,1,0,0,0,4,0,0,43,0,0,1,1,2,2,0,0
3,24,4,0,1,0,0,0,0,2197,4,3,4,0,1,0,0,0,4,0,0,43,0,0,1,2,2,2,1,0
0,15,2,0,0,0,1,0,0,1053,0,1,4,0,0,1,0,0,2,1,0,27,0,0,1,1,2,1,0,1
3,24,2,0,0,0,1,0,0,3235,2,4,3,1,0,0,0,0,2,0,0,26,0,0,1,1,3,1,1,0
1,24,2,0,0,0,1,0,0,1967,0,4,4,0,0,0,0,0,4,0,0,20,0,0,1,1,2,1,1,0
3,33,4,0,1,0,0,0,0,7253,0,3,3,0,1,0,0,0,2,0,0,35,0,0,1,2,3,1,1,0
3,10,2,1,0,0,0,0,0,1597,2,2,3,0,1,0,0,0,2,0,1,40,0,1,0,1,1,2,0,1
3,36,4,0,1,0,0,0,0,5842,0,4,2,0,1,0,0,0,2,0,0,35,0,0,1,2,2,2,1,0
0,18,3,0,0,0,0,1,0,8471,4,2,1,0,0,0,0,0,2,0,0,23,0,1,0,2,2,1,1,0
3,21,2,1,0,0,0,0,0,2782,2,3,1,0,0,0,0,0,2,0,0,31,1,0,1,1,3,1,0,0
3,15,2,1,0,0,0,0,0,3186,3,3,2,0,0,0,0,0,3,0,0,20,0,1,0,1,2,1,0,0
1,12,2,0,1,0,0,0,0,2028,4,2,4,0,1,0,0,0,2,0,0,30,0,0,1,1,2,1,0,0
1,12,4,1,0,0,0,0,0,958,0,3,2,0,1,0,0,0,3,1,0,47,0,0,1,2,1,2,0,0
3,21,3,0,0,1,0,0,0,1591,1,3,4,0,1,0,0,0,3,1,0,34,0,0,1,2,3,1,0,0
1,18,2,0,1,0,0,0,0,2779,0,2,1,0,0,1,0,0,3,0,0,21,0,1,0,1,2,1,1,0
3,28,4,0,0,0,1,0,0,2743,0,4,4,0,1,0,0,0,2,0,0,29,0,0,1,2,2,1,0,0
3,18,4,0,0,0,1,0,0,1149,3,2,4,0,1,0,0,0,3,1,0,46,0,0,1,2,2,1,0,0
3,9,2,0,0,1,0,0,0,1313,0,4,1,0,1,0,0,0,4,0,0,20,0,0,1,1,2,1,0,0
3,5,2,0,0,0,0,0,1,3448,0,3,1,0,1,0,0,0,4,1,0,74,0,0,1,1,1,1,0,0
0,6,4,0,0,1,0,0,0,1872,0,0,4,0,1,0,0,0,4,0,1,36,0,0,0,3,3,1,1,0
3,24,4,0,0,0,0,0,0,2058,0,2,4,1,0,0,0,0,2,1,0,33,0,0,1,2,2,1,1,0
0,9,2,0,0,1,0,0,0,2136,0,2,3,0,1,0,0,0,2,1,0,25,0,0,1,1,2,1,0,0
3,6,2,0,0,0,0,0,0,660,2,3,2,0,0,1,0,0,4,1,0,23,0,1,0,1,1,1,0,0
3,24,4,1,0,0,0,0,0,1287,3,4,4,0,0,0,0,0,4,1,0,37,0,0,1,2,2,1,1,0
0,42,4,0,0,0,0,0,0,3394,0,0,4,0,1,0,1,0,4,0,0,65,0,0,1,2,0,1,0,0
3,12,2,1,0,0,0,0,0,1884,0,4,4,0,1,0,0,0,4,0,0,39,0,0,1,1,3,1,1,0
0,12,2,0,0,1,0,0,0,1620,0,2,2,0,0,0,1,0,3,0,0,30,0,0,1,1,2,1,0,0
1,20,3,0,0,0,0,0,0,2629,0,2,2,0,1,0,0,0,3,0,0,29,1,0,1,2,2,1,1,0
3,9,4,0,0,0,0,1,0,1244,4,4,4,0,0,0,0,0,4,0,0,41,0,1,0,2,1,1,0,0
1,7,2,0,0,0,1,0,0,2576,0,2,2,0,1,0,0,1,2,1,0,35,0,0,1,1,2,1,0,0
2,12,2,0,0,1,0,0,0,1424,4,4,3,0,0,0,0,0,4,1,0,55,0,0,1,1,3,1,1,0
3,36,4,0,1,0,0,0,0,11054,4,2,4,0,1,0,0,0,2,0,0,30,0,0,1,1,3,1,1,0
3,6,2,0,0,0,1,0,0,518,0,2,3,0,0,0,0,0,1,1,0,29,0,0,1,1,2,1,0,0
3,12,0,0,0,1,0,0,0,2759,0,4,2,0,1,0,0,0,4,0,0,34,0,0,1,2,2,1,0,0
3,24,2,0,1,0,0,0,0,2670,0,4,4,0,1,0,0,0,4,0,0,35,0,0,1,1,3,1,1,0
3,24,2,0,1,0,0,0,0,2679,0,1,4,0,0,0,0,0,1,0,1,29,0,0,1,1,3,1,1,0
0,11,4,1,0,0,0,0,0,3905,0,2,2,0,1,0,0,0,2,1,0,36,0,1,0,2,2,2,0,0
0,6,2,0,0,0,0,0,0,343,0,1,4,0,0,0,0,0,1,1,0,27,0,0,1,1,2,1,0,0
3,18,2,0,0,0,1,0,0,4594,0,1,3,0,1,0,0,0,2,0,0,32,0,0,1,1,2,1,1,0
0,36,2,0,0,1,0,0,0,3620,0,2,1,0,1,0,0,1,2,0,0,37,0,0,1,1,2,2,0,0
0,15,2,1,0,0,0,0,0,1721,0,1,2,0,1,0,0,0,3,1,0,36,0,0,1,1,2,1,0,0
1,12,2,0,0,1,0,0,0,3017,0,1,3,0,0,0,0,0,1,1,0,34,0,1,0,1,3,1,0,0
1,12,2,0,0,0,0,0,0,754,4,4,4,0,1,0,0,0,4,0,0,38,0,0,1,2,2,1,0,0
3,18,2,0,0,0,0,0,1,1950,0,3,4,0,1,0,0,0,1,0,0,34,1,0,1,2,2,1,1,0
0,24,2,0,1,0,0,0,0,2924,0,2,3,0,1,0,0,1,4,0,1,63,1,0,1,1,2,2,1,0
3,48,3,0,0,0,1,0,0,7238,4,4,3,0,1,0,0,0,3,0,0,32,1,0,1,2,2,2,0,0
3,33,3,0,0,0,0,0,1,2764,0,2,2,0,0,0,0,0,2,0,0,26,0,0,1,2,2,1,1,0
3,24,3,0,1,0,0,0,0,4679,0,3,3,0,1,0,0,0,3,0,0,35,0,0,1,2,1,1,1,0
3,6,2,0,0,0,0,0,0,1238,4,0,4,0,1,0,0,0,4,0,0,36,0,0,1,1,3,2,1,0
3,39,2,0,1,0,0,0,0,2569,2,2,4,0,1,0,0,0,4,0,0,24,0,0,1,1,2,1,0,0
2,24,2,0,0,0,1,0,0,5152,0,3,4,0,1,0,0,0,2,0,0,25,1,0,1,1,2,1,0,0
1,12,2,0,0,0,0,0,1,1037,1,3,3,0,1,0,0,0,4,1,0,39,0,0,1,1,1,1,0,0
0,15,4,0,0,1,0,0,0,1478,0,4,4,0,1,0,0,0,4,0,0,44,0,0,1,2,2,2,1,0
1,12,4,0,0,0,1,0,0,3573,0,2,1,0,0,0,0,0,1,1,0,23,0,0,1,1,1,1,0,0
1,24,2,1,0,0,0,0,0,1201,0,1,4,0,1,0,0,0,1,0,0,26,0,0,1,1,2,1,0,0
0,30,2,0,0,1,0,0,0,3622,3,4,4,0,0,0,0,0,4,0,0,57,0,1,0,2,2,1,1,0
3,15,3,0,0,1,0,0,0,960,3,3,3,0,0,0,0,0,2,0,0,30,0,0,1,2,2,1,0,0
3,12,4,1,0,0,0,0,0,1163,2,2,4,0,1,0,0,0,4,1,0,44,0,0,1,1,2,1,1,0
3,12,2,0,0,0,1,0,0,3077,0,2,2,0,1,0,0,0,4,0,0,52,0,0,1,1,2,1,1,0
3,24,2,1,0,0,0,0,0,3757,0,4,4,0,0,0,1,0,4,0,1,62,0,0,0,1,2,1,1,0
3,10,2,1,0,0,0,0,0,1418,1,2,3,0,1,0,0,0,2,1,0,35,0,1,0,1,1,1,0,1
3,6,2,1,0,0,0,0,0,3518,0,2,2,0,1,0,0,1,3,0,0,26,0,1,0,1,2,1,0,0
3,12,4,0,0,0,1,0,0,1934,0,4,2,0,1,0,0,0,2,0,1,26,0,0,1,2,2,1,0,0
3,6,4,0,0,0,1,0,0,1237,1,2,1,0,0,0,0,0,1,0,0,27,0,0,1,2,2,1,0,0
1,6,2,0,0,0,1,0,0,368,4,4,4,0,1,0,0,0,4,0,0,38,0,0,1,1,2,1,0,0
0,12,4,1,0,0,0,0,0,2122,0,2,3,0,1,0,0,0,2,1,0,39,0,1,0,2,1,2,0,1
3,24,4,0,0,1,0,0,0,1585,0,3,4,0,1,0,0,0,3,0,0,40,0,0,1,2,2,1,0,0
1,18,2,0,0,0,1,0,0,1301,0,4,4,0,0,1,0,1,2,1,0,32,0,0,1,1,1,1,0,0
2,6,4,1,0,0,0,0,0,1323,1,4,2,1,0,0,0,0,4,0,0,28,0,0,1,2,2,2,1,0
0,36,2,0,1,0,0,0,0,5493,0,4,2,0,1,0,0,0,4,0,1,42,0,0,0,1,2,2,0,0
2,9,2,0,0,0,1,0,0,1126,1,4,2,1,0,0,0,0,4,1,0,49,0,0,1,1,2,1,0,0
2,15,4,0,1,0,0,0,0,2360,2,2,2,0,1,0,0,0,2,0,0,36,0,0,1,1,2,1,1,0
3,24,2,0,0,0,1,0,0,1413,0,2,4,0,0,1,0,0,2,0,0,28,0,0,1,1,2,1,0,0
3,39,2,0,1,0,0,0,0,8588,1,4,4,0,1,0,0,0,2,0,0,45,0,0,1,1,3,1,1,0
3,36,2,0,1,0,0,0,0,4686,0,2,2,0,1,0,0,0,2,0,1,32,0,0,0,1,3,1,1,0
2,15,2,0,0,0,0,0,1,2687,0,3,2,0,1,0,0,0,4,0,0,26,0,1,0,1,2,1,1,0
1,12,3,0,0,0,1,0,0,585,0,2,4,0,0,1,1,0,4,1,0,20,0,1,0,2,2,1,0,0
3,24,2,1,0,0,0,0,0,2255,4,1,4,0,1,0,0,0,1,0,0,54,0,0,1,1,2,1,0,0
0,6,4,1,0,0,0,0,0,609,0,3,4,0,0,0,0,0,3,0,0,37,0,0,1,2,2,1,0,1
0,6,4,1,0,0,0,0,0,1361,0,1,2,0,1,0,0,0,4,1,0,40,0,0,1,1,1,2,0,1
0,6,2,1,0,0,0,0,0,1203,1,4,3,0,1,0,0,0,2,0,0,43,0,0,1,1,2,1,1,0
3,6,4,0,0,0,1,0,0,700,4,4,4,0,1,0,0,0,4,0,1,36,0,0,0,2,2,1,0,0
3,24,4,0,0,0,0,0,0,5507,0,4,3,0,1,0,0,0,4,0,1,44,0,0,0,2,2,1,0,0
3,24,2,0,1,0,0,0,0,3488,1,3,3,0,0,0,0,0,4,0,0,23,0,0,1,1,2,1,0,0
1,18,2,0,0,0,1,0,0,1113,0,2,4,0,0,0,0,1,4,1,0,26,0,0,1,1,1,2,0,0
1,26,2,0,1,0,0,0,0,7966,0,1,2,0,1,0,0,0,3,0,0,30,0,0,1,2,2,1,0,0
3,15,4,0,0,0,0,1,0,1532,1,2,4,0,0,0,0,0,3,0,0,31,0,0,1,1,2,1,0,0
3,4,4,0,0,0,1,0,0,1503,0,3,2,0,1,0,0,0,1,1,0,42,0,0,1,2,1,2,0,0
0,6,2,1,0,0,0,0,0,662,0,1,3,0,1,0,0,0,4,1,0,41,0,0,1,1,1,2,1,0
1,36,2,0,0,0,0,1,0,2273,0,3,3,0,1,0,0,0,1,0,0,32,0,0,1,2,2,2,0,0
3,12,3,0,1,0,0,0,0,1503,0,2,4,0,0,1,0,0,4,1,0,41,0,1,0,1,2,1,0,0
3,24,2,0,0,0,1,0,0,1311,1,3,4,0,0,1,0,0,3,0,0,26,0,0,1,1,2,1,1,0
3,24,2,0,0,0,1,0,0,3105,4,1,4,0,1,0,0,0,2,0,0,25,0,0,1,2,2,1,0,0
0,6,2,1,0,0,0,0,0,1374,4,0,4,0,0,0,0,0,3,0,0,75,0,0,1,1,3,1,1,0
1,18,4,0,0,1,0,0,0,3612,0,4,3,0,0,0,0,0,4,0,0,37,0,0,1,1,2,1,1,0
2,18,2,0,0,1,0,0,0,3049,0,1,1,0,0,0,0,0,1,0,0,45,1,0,1,1,1,1,0,0
3,24,3,1,0,0,0,0,0,2032,0,4,4,0,1,0,0,0,4,0,1,60,0,0,0,2,2,1,1,0
3,12,4,1,0,0,0,0,0,1255,0,4,4,0,1,0,0,0,4,1,0,61,0,0,1,2,1,1,0,0
3,24,4,1,0,0,0,0,0,2022,0,2,4,0,0,0,0,0,4,0,0,37,0,0,1,1,2,1,1,0
3,24,2,0,0,0,1,0,0,1552,0,3,3,0,1,0,0,0,1,0,0,32,1,0,1,1,2,2,0,0
3,48,4,0,1,0,0,0,0,8858,4,3,2,0,1,0,0,0,1,0,1,35,0,0,0,2,2,1,1,0
3,12,4,0,0,0,0,0,0,996,4,3,4,0,0,0,0,0,4,1,0,23,0,0,1,2,2,1,0,0
3,6,1,0,0,0,1,0,0,1750,2,4,2,0,1,0,0,0,4,0,0,45,1,0,1,1,1,2,0,0
1,12,4,1,0,0,0,0,0,1995,1,1,4,0,1,0,0,0,1,0,0,27,0,0,1,1,2,1,0,0
1,9,2,0,0,0,0,1,0,1199,0,3,4,0,0,0,0,0,4,0,0,67,0,0,1,2,3,1,1,0
0,24,2,0,1,0,0,0,0,2964,4,4,4,0,1,0,0,0,4,0,1,49,1,0,0,1,2,2,1,0
2,6,3,0,0,0,1,0,0,683,0,1,2,0,0,0,0,0,1,0,0,29,1,0,1,1,2,1,0,0
1,24,3,0,0,0,0,0,1,4712,4,2,4,0,1,0,0,0,2,0,0,37,1,0,1,2,3,1,1,0
1,24,3,0,0,0,1,0,0,1553,1,3,3,0,0,0,0,0,2,0,0,23,0,1,0,2,2,1,1,0
3,24,4,0,0,0,1,0,0,2578,3,4,2,0,1,0,0,0,2,0,0,34,0,0,1,1,2,1,0,0
1,48,2,0,0,0,1,0,0,3979,4,3,4,0,1,0,0,0,1,0,0,41,0,0,1,2,2,2,1,0
3,30,4,0,0,0,1,0,0,5954,0,3,3,0,1,0,1,0,2,0,0,38,0,0,1,1,2,1,0,0
3,24,2,0,1,0,0,0,0,5433,4,0,2,0,0,0,0,0,4,0,0,26,0,1,0,1,3,1,1,0
0,15,2,0,0,0,0,0,1,806,0,2,4,0,0,0,0,0,4,0,0,22,0,0,1,1,1,1,0,0
1,9,2,0,0,0,1,0,0,1082,0,4,4,0,1,0,0,0,4,0,0,27,0,0,1,2,1,1,0,0
3,15,4,0,0,1,0,0,0,2788,0,3,2,0,0,0,1,0,3,0,0,24,1,0,1,2,2,1,0,0
1,12,2,0,0,0,1,0,0,2930,0,3,2,0,0,0,0,0,1,1,0,27,0,0,1,1,2,1,0,0
3,24,4,0,0,0,0,1,0,1927,4,2,3,0,0,0,0,0,2,0,0,33,0,0,1,2,2,1,1,0
3,24,2,0,0,0,0,0,0,937,0,1,4,0,0,1,0,0,3,0,0,27,0,0,1,2,1,1,0,0
1,12,4,1,0,0,0,0,0,3124,0,1,1,0,1,0,0,0,3,1,0,49,1,0,1,2,1,2,0,0
3,9,2,0,0,1,0,0,0,1388,0,2,4,0,0,0,0,0,2,1,0,26,0,1,0,1,2,1,0,0
3,12,2,1,0,0,0,0,0,2133,4,4,4,0,0,0,0,0,4,0,1,52,0,0,0,1,3,1,1,0
0,9,4,1,0,0,0,0,0,2799,0,2,2,0,1,0,0,0,2,1,0,36,0,1,0,2,2,2,0,0
0,12,2,0,0,1,0,0,0,1289,0,2,4,0,1,0,0,1,1,0,0,21,0,0,1,1,1,1,0,0
0,12,4,0,0,0,1,0,0,385,0,3,4,0,0,0,0,0,3,1,0,58,0,0,1,4,1,1,1,0
1,24,3,1,0,0,0,0,0,1965,4,2,4,0,0,0,0,0,4,0,0,42,0,1,0,2,2,1,1,0
3,21,2,0,0,0,0,0,1,1572,3,4,4,0,0,0,0,0,4,1,0,36,1,0,1,1,1,1,0,0
3,24,3,0,0,0,0,0,1,3863,0,2,1,0,1,0,0,0,2,0,1,32,0,0,0,1,2,1,0,0
1,7,2,0,0,0,1,0,0,2329,0,1,1,0,0,0,0,1,1,1,0,45,0,0,1,1,2,1,0,0
2,10,2,0,0,1,0,0,0,1275,0,1,4,0,0,0,0,0,2,0,0,23,0,0,1,1,2,1,0,0
0,24,1,0,0,1,0,0,0,2828,2,2,4,0,1,0,0,0,4,1,0,22,1,0,1,1,2,1,1,0
3,24,4,0,0,0,0,0,1,4526,0,2,3,0,1,0,0,0,2,1,0,74,0,0,1,1,3,1,1,0
3,18,2,0,0,0,1,0,0,2051,0,1,4,0,1,0,0,0,1,1,0,33,0,0,1,1,2,1,0,0
3,15,2,0,1,0,0,0,0,1300,4,4,4,0,1,0,0,0,4,0,1,45,1,0,0,1,2,2,0,0
0,21,2,0,0,0,1,0,0,3357,3,1,4,0,0,0,0,0,2,0,0,29,1,0,1,1,2,1,0,0
0,24,1,0,1,0,0,0,0,3632,0,2,1,0,0,0,0,1,4,0,0,22,1,1,0,1,2,1,0,1
1,48,0,0,0,0,0,0,1,12204,4,2,2,0,1,0,0,0,2,0,0,48,1,0,1,1,3,1,1,0
1,60,3,0,0,0,1,0,0,9157,4,2,2,0,1,0,0,0,2,0,1,27,0,0,0,1,3,1,0,0
0,6,4,1,0,0,0,0,0,3676,0,2,1,0,1,0,0,0,3,1,0,37,0,1,0,3,2,2,0,0
3,12,2,1,0,0,0,0,0,640,0,2,4,1,0,0,0,0,2,1,0,49,0,0,1,1,1,1,0,0
1,21,4,0,0,0,0,0,1,3652,0,3,2,0,1,0,0,0,3,0,0,27,0,0,1,2,2,1,0,0
0,12,2,0,0,1,0,0,0,1858,0,1,4,0,0,0,0,0,1,0,0,22,0,1,0,1,2,1,0,0
3,15,2,0,0,0,1,0,0,1979,4,4,4,0,1,0,0,0,2,0,0,35,0,0,1,1,2,1,0,0
2,6,2,0,0,1,0,0,0,2116,0,2,2,0,1,0,0,0,2,1,0,41,0,0,1,1,2,1,1,0
3,42,4,0,0,1,0,0,0,4042,2,2,4,0,1,0,0,0,4,1,0,36,0,0,1,2,2,1,1,0
3,9,2,0,0,0,0,1,0,3832,4,4,1,0,1,0,0,0,4,1,0,64,0,0,1,1,1,1,0,0
0,24,2,0,0,0,1,0,0,3660,0,2,2,0,0,0,0,0,4,0,0,28,0,0,1,1,2,1,0,0
1,15,2,0,0,0,1,0,0,1444,4,1,4,0,1,0,0,0,1,0,0,23,0,0,1,1,2,1,0,0
3,12,2,0,0,0,0,1,0,1393,0,4,4,0,1,0,0,0,4,0,0,47,1,0,1,3,2,2,1,0
3,24,2,0,0,0,1,0,0,1376,2,3,4,0,0,0,0,0,1,0,0,28,0,0,1,1,2,1,0,0
3,60,3,0,0,0,1,0,0,15653,0,3,2,0,1,0,0,0,4,0,0,21,0,0,1,2,2,1,1,0
