,score,date,title,review,link_id,Name,Location,City
599,40,27 May 2014,a must do,"Their lunch buffet is total value for money, the food is great, service good and the bill is a pleasant surprise! just a word of caution, book a table in advance.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or530-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
600,30,27 May 2014,Should maintain quality thru the chain,The food was not upto the mark and In fact the overall experience was poor. The service is good speed but they should focus in food bcoz ultimately u go to have a gastronomic experience .,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or540-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
601,40,23 May 2014,Good Chinese,"Mainland China, home to authentic Chinese delights from popular major provinces of China, staying true to the practices and traditions of the land is a must try experience through our redefined 6 course experience. Based on the principle of Yin and Yang, a sense of balance is reflected in the dishes. Flavours combine, textures intermingle and colours blend. Basil Flavoured Dumplings, Chicken Taipei, Corn and Potato Tsing Hoi Style, Fish in Chinese Parsley Sauce and Wok Tossed Hakka Noodles are imperative parts of this extensive meal.Mainland China creates a dining experience whose uniqueness lies in its elegance and refinement which is brought alive by caring and personalized service in a warm and vibrant environment.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or540-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
602,50,21 May 2014,Rare Delicacies-Home delivered with a discount,"Ordered one Chinese Veg. delicacy of my choice ""Vegtable Sweet N' Sour with Hakka noodles both boiled and dry Kurkure"" for self . Another Non-Veg. 'Moth Chicken"" for my grandson ,who studied in Europe and USA.While I enjoyed the taste par excellence of my Veg. dish; my grandson not only enjoyed the taste of his Chicken but was so got swept by its smooth palate that he Consumed the entire quantity just in one GO.These were ordered from the Chinese restaurant ""Mainland China"" from Saki Naka Mumbai . It was home delivered to me at the appointed time topped with a ""Discount"" to suit my pocket.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or540-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
603,50,20 May 2014,Excellent meal served with smiles in a pleasant ambience,Like to visit again. Menu is attractive for vegetarians. Buffet is well spread. Warm and delicious food. What more you want? Serving with their own spices. Best item was the soup - Lime and Coriander soup.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or540-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
604,50,17 May 2014,Best Chinese Food I've Ever Eaten,"An amazing meal, from the spicy soup that led it off to the sweet desserts at the end, everything here was excellent. The wait staff is attentive but not intrusive, the food is superb and the atmosphere is nice. A great place to have lunch on a Saturday!",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or540-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
605,40,8 May 2014,Great Ambience & Service,We went to Mainland China to celebrate my dad's birthday & wow did we have a gala of a time. We didn't go for the set menu & took the suggestions given by the restaurant.The ambience of this outlet is really good. It has a lot of open spaces that are well lit & still provide enough privacy for the guests. I really liked the decor.The food was really yum but did have its downs. We order 2 starters & 2 main courses along with a soup. The soup - seven sea soup which is a seafood soup was yum but had almost no seafood. The restaurant however did provide some crab meat but it was after they served the starters and the soup was cold.The starters a fried shrimp & a pan fried basa fish were delicious but the fish was a little too oily for our taste.For the main course we order burnt garlic fried rice & pan fried noodles. Again these dishes were spot on in flavor & presentation.Overall it was a good experience at Mainland & I would definitely like to visit. Their hospitality is something every restaurant should try to achieve.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or540-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
606,40,8 May 2014,It cant get any better,"When you are in Mainland China, you are in a gourmet heaven. Every dish a delight. They have not lost their authenticity over the years and in fact have improved by leaps and bounds...only tragedy is that the prices too have. Their new outlet in Viviana Mall, Thane, too serves a wide spectrum of their well known items including Duck preparations. Keep it up Mr. Anjan Chatterjee !",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or540-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
607,50,1 May 2014,Excellent Chnese Food,"Mainland China is one of the better Chinese Restaurants in Mumbai...and this one at Saki Naka was one of their first branches. The food is very authentic, service fast and helpful waiters. The buffet is good if you are a big eater but otherwise the ala carte dishes are far better. Two people can easily eat from one serving. The dim sums are excellent too. And prices are reasonable.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or540-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
608,40,17 April 2014,Great Chinease,The Chinese dishes offered are really impressive. Service can be better. But go there for good food. Not too high price wise.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or540-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
609,50,14 April 2014,Can't fault Mainland China,I have been eating at this location since it opened almost 20 years ago. The food still tastes the same which is fantastic. The a la carte is always better than the buffet but that you can say about most Asian buffets because the corn flour in the food makes the food lose its appeal after it sits on the counter for a while. The service has always been best in class. Crackling spinach is an all time favourite. It's one of the first Mainland Chinas and worth a definite visit if you're in the vicinity. Disclaimer: Don't be put off by the location. Its proved lucky for them and the proof lies in the fact that this branch is still doing roaring business.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or540-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
610,50,14 April 2014,Great food quality!,"Excellent food quality but the juice I ordered (orange juice) should be fresh one rather to be packed juice. The manager was a class. Overall good experience, Thank you!",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or550-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
611,30,4 April 2014,"Home delivery from Mainland China, Haji Ali, Tardeo, Mumbai","Lunch. Home delivery for a couple.Basil Flavoured Dumplings Vegetable (White Colour)Closed steamed dimsum with mixed vegetable with basil leaf. 6 pcs. Rs. 240.00Fairly good, would have liked a thinner and more translucent cover with a bit more of basil.Seasonal Vegetables In Black Pepper (Dark Brown Colour). Spice level 1Seasonal vegetable in a soya based black pepper sauce Rs. 440.00This one was really disappointing. Had specifically asked for lots of mushrooms (shitake, oyster, button etc) with mixed vegetables. Landed up majorly with cauliflower in pepper soya sauce with some zucchini, cabbage, broccoli, carrot, peas and a couple of nice meaty shitakes.Totally avoidable unless you are into cauliflowers, spice level higher than rated in menu.Singapore Rice Noodles Vegetable (Yellow Colour). Spice level 1Curry flavoured rice noodles with shredded cabbage, shredded carrots, shredded green capsicum, sliced onion, shredded ginger, fresh chilli and spring onions. Rs. 380.00Star of the day!I would have preferred more curry powder and less of turmeric.Noodles cooked just right, with a balanced medley of carrot sticks, green capsicums, crunchy beansprouts and spring onions. A bit of fried fermented tofu would have taken the dish to another level.Will definitely order next time with request to up the curry powder and add tofu.Food quantity was more than adequate for a couple and was neatly packed in heat sealed transparent plastic trays. Commendable!The pickled cabbage & cucumbers, sauces and condiments are packed in individual zip locks pouches which are placed in a stapled plastic bag. Unfortunately when we opened our bag all the soy sauce and vinegar chill had spilled out.Not so smart, when they add to the flavours of the main course!",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or550-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
612,40,3 April 2014,Good Buffet Option,Have been to Mainland China many times & its always better to opt for buffet option.Variety available for Buffet is pretty good & well spread.Taste is really authentic chinese.Though one place where they could improve upon is the speed of service.Even though when we visited the restaurant there were hardly many guests they took a lot of time in serving starters. Had to wait a lot for getting a repeat of the starters specially if you need dimsums. thus general advise is to take more rather than to wait :) I know it sounds cheap but thats what can be done if you dont like waiting for your food.The chocolate syrup fountain is really cool to use.Overall very satisfied & will keep visiting eat.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or550-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
613,40,30 March 2014,"If it's Chinese, it's Mainland China ! :)",I have tried Mainland China for lunch buffet couple of times and have liked the variety offered. completely value for money and nice service.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or550-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
614,40,28 March 2014,Excellent food !!,"We have been to two different branches of Mainland China in Mumbai malls - first time at Ghatkopar and second at Thane. Both experiences have been just awesome, though we had to wait quite a bit for our turns, both times being a weekend. My wife and son both love Chinese food and I love trying different cuisines, so this made a perfect setting during our first trip last November. They serve the most delicious and best Chinese food in town (atleast as we Indians like to eat it.....wouldn't know about authenticity and don' care either). Their soups, starters, main course...everything is excellent. They have choice of servings, which ensures that we don't order more than required. The staff is helpful in suggesting the dishes as well as portions depending on our requirements and service is fairly quick once you get a seat. Its a bit noisy during weekends but comfortable. The prices are on a higher side but worth every Rupee that we spent there. Strongly recommended for Chinese food lovers !!",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or550-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
615,40,22 March 2014,Liked it!,"Good food. The soups were great. The Main course - Noodles - not as much. The taste has become bland over the last few years. The service is acceptable, though a bit mechanical.The price continues to be high. But overall, I enjoyed my experience here.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or550-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
616,50,18 March 2014,great food with good service,never been to this place before my first experience 3 months back but post that have gone couple times. this itself says that it has very good taste when it comes to menu and the service level were also amazing,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or550-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
617,30,14 March 2014,Chindian,"Serves Chinese that suites the Indian palate ,some dishes are More indian than Chinese ,the dim sums are good .The Andheri West mainland china doesn't have parking problems It's spacious & the ambience & service is good .",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or550-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
618,40,13 March 2014,A nice Chinese affair,"Dimsums, dumplings is what you should go for. Soups r good especially lemon coriander. They make this chicken or veg served in iceberg lettuce which is tasty n healthy.. Main course have variety to choose from. Sunday buffets r worth.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or550-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
619,50,13 March 2014,Great place for a Chinese Meal,"By far, Mainland China is my favorite Chinese restaurant in Mumbai.The food, atmosphere and service is excellent.While I personally like to primarily eat non-vegetarian food, there are enough delicious options for vegetarians to make sure that they don't feel left out.The whole family, from young to old is sure to enjoy eating here and I am sure I am not the only one who would like to come here over and over again",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or550-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
620,30,13 March 2014,Lunch Buffet,Service good.Food above average.For the Indian palate the food is good. Parking is a slight problem. Good value for money.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or560-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
621,40,13 March 2014,Mainland for Food,I had visited the branch in Kandivili at Growel 101 mall. The place was just amazing... Ambience great and good place for bday or spl treats to friends. Fairly priced in terms of cost. Food is great and delicious...we had a celebrated a friends birthday here where the whole hotel crew surprised us by singing the bday song along with someone playing the guitar. What could be more better for you to feel special on your bday. Great Service and kind staff too ....This time you can say surely Chinese Made in India instead of Made in China :) :),https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or560-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
622,40,13 March 2014,Excellent Chinese Cuisine,Good quality and authentic chinese cuisine. Place at Powai is very good with enough space. Buffet Options provide value for money.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or560-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
623,40,12 March 2014,Great Chinese Food for the Indian palate,"EXCELLENT if you are Indian. The food has been adapted for the Indian pallette. The chinese would blush! BUT I am NOT complaining, cos I WILL go back for more, and more!!",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or560-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
624,40,12 March 2014,Great steamed fish,"I remember a dish prepared by Mainland Saki Naka - it was a steamed bhetki fish cooked in Chinese style. The speciality was that the fish had been flown in from Kolkata, and so it was so fresh and tasty!The cooking was done in the sparse Chinese style, yet the freshness of the dish lingers in my memory!What can I say about the other standard dishes that we Indians like to order: the mancho soup, the chicken fried rice etc.? These were all satisfactory, but failed to stand out in comparison to that steamed fish!",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or560-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
625,40,12 March 2014,great chinese food,"The branch of mainland china is good . the food is very delicious .The Andheri outlet parking is a problem as is on the main road and really crowded. But the vashi outlet is good , ambience is also good. I have tried both . The tea served is really refershing",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or560-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
626,30,12 March 2014,"Safe, predictable but good food","Mainland China was among the first Chinese (non 5-star) restaurants in Mumbai to break away from the typical Indo-chinese cuisine. But over the years, it has grown predictable big chain across cities and quality has also begun to occasionally become inconsistent. Most times you are still assured of a fairly decent meal but it is far more special or cutting-edge.Also, I should clarify that my recent visits have been to Mainland China in Powai rather than Saki Naka.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or560-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
627,50,12 March 2014,Mainland China - Awesome for Chinese Food,The food is awesome with good pricing - they also usually have offers on their lunch and dinner buffets which is pretty good for their price - quantity also good. The ambience and service is superb. I would recommend this Hotel to all of my friends and family for a nice chinese meal. Must give it a try !!!,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or560-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
628,40,12 March 2014,Good chinese restaurent,"One of the busiest chinese restaurent near the international airport. Since it is on the road side, it is easily approachable. Food quality is good and yummy.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or560-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
629,40,11 March 2014,Still retains its charm,Despite many fancier branches this outlet still retains its charm though the area tends to get really crowded. Crackling spinach is still my favorite dish.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or560-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
630,40,11 March 2014,Always a real treat!,There are branches of the restaurant all over Mumbai & all are consistently good! The dimsums are some of the best in Mumbai; as are the soups-the lemon corriander one with its fresh palate cleansing taste remains a favorite! Ambience & service are first grade-impressive place for a great dining experience!,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or570-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
631,40,11 March 2014,MainlandChina at AndheriWest,"This new branch of Mainland China .is conveniently located on the Link Road behind Maurya Estate, Hyundai Show Room, amidst the busy business area of Andheri West ( opposite Infiniti Mall). It has aspacious seating area with serene ambience and soft music. Waiters are well dressed and extremely polite. All Chines cusines are tasefully prepared and presented. Crispy spinach and prawns were extremely wonderful. Coriander soup was also very tasty. we celebrated our anniversary here with friends and family.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or570-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
632,40,11 March 2014,Have to experience,I had white wine which was excellent price 4500 name don't remember. Three variety of dimsum two were fantastic one average . Hunan and golden fried prawn were amazing. Chicken rice and black pepper fried rice were gooood. For dessert we had some honey stuff and chocolate roll with ice cream. Had an awesome time.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or570-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
633,40,11 March 2014,consistently good chinese food,consistently good chinese food. they should now innovate by roviding other cuisines too. i believe now they are doing so at the asian kitchen in oberoi mall goregaon.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or570-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
634,50,11 March 2014,Excellent Service- just the right degree of attention,we went there to celebrate a birthday and walked in with a mixed crowd. but they were most helpful and patient and paid attention to kids and elders alike,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or570-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
635,50,11 March 2014,"If it is Chinese, it has to be Mainland China - absolutely!","The place for authentic chinese food. Great hospitality and warmth in service, no better place than MLC for a quiet dinner or a family get-together. I have been to MLC restaurants in Mumbai (Tardeo, Bandra and Oshivara), Bengaluru, Hyderabad and Chandigarh and was never disappointed - great service,, quality food and nice ambience. However, the Oshivara restaurant in my view wins hands down. Try the range of dimsums (steamed dumplings), eight treasure soup (veg or Non-veg), the corn-cheese cubes that melt in your mouth and leave you aksing for more and the delicious crackling spinach! That give your meal a great start. Main course variety has a wide range and desserts are innovative - must not miss the hot chocolate rolls with ice cream and the date ice cream! MLC truly gets you addicted and once you have a meal there, the tagline is resounding - if it is Chinese, it has to be Mainland China!",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or570-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
636,40,11 March 2014,Excellent food,Visited MainLand China in Infinity Mall - Malad. The Lunch Buffet is very good and value for money. Since it is situated in the shopping area it is an ideal place for meal.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or570-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
637,40,11 March 2014,Authentic Chinese not at Yuan Rates,"Great Food, Good Ambience, Huge Variety. Value for Money is good not very exorbitant. The tables are well spaced out and not cramped which is ideal for personal or business conversations.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or570-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
638,40,11 March 2014,I can always fall back on this one for my comfort food,"Growing up on Chinese food, the taste always gravitates towards it. I have been frequenting Mainland China at different locations in the country over last 15 years. The flavor and taste have distinct. The service is friendly with all young boys from our side employed to mimic an authenticity. While I like almost everything in the menu, the rising price and very quick lapse of specialty preferred point have been a disappointment of late. We often take our friend/reltives to a nearby one at Powai/SakiNaka. The Saki Naka one has excellent food but getting a car park is a nightmare.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or570-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
639,40,11 March 2014,good family outing,"Fast and courteous service Not authentic Chinese item but Indianised but good Must try the complimentary tea, it will add to your meal experience",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or570-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
640,40,11 March 2014,Good Chinese Food,The food and decor is good. This is original Mainland China. However same can not be said about other Mainland China in Mumbai. I along with my friends had bad experience of tummy upset after eating fish at their Hiranandani branch. So please make sure that seafood is served fresh.Overall the food quality and services are excellent. They are also very innovative in vegetarian dishes.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or580-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
641,40,11 March 2014,Great food good ambience but pricey,Had been there with friends and family. You should really try the crispy chicken out there. Prices are on the higher size though.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or580-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
642,40,9 March 2014,Lovely meal at Mainland China Vashi,"Today I had my lunch at Mainland China, Vashi along with family. Lovely vegetarian Dimsums. Cost is on the higher side ( 6 small pieces Rs 210). The accompanying sauces are also very good. Basil one need a special mention. Thereafter we went for buffet vegetarian. The other starters like stirred fried vegetables ( wonderful) and vegetable money bags were also offered. The soup was a disappointment. The main cause was a nice fried rice. Right texture and consistency. Four vegetables to accompany and all the 4 were very good. Another main course was a garlic chilly noodle. Good, but fiery on the palate. Vide variety of desserts were offered. One among them ( which is similar to fried noodles and honey- but not exactly the same) merits a special mention. The pastry made out of coconut was also very good. To sum up a sumptuous and excellent meal at a reasonable cost",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or580-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
643,50,8 March 2014,An unexpected treat,"When spending an unwanted day waiting for a plane in Mumbai recently, I decided to at least have a good lunch and was recommended by my hotel to the above restaurant. And it turned out to be the best Chinese food I have eaten, and I include the restaurants I have visited in China. I ordered dim sum and they were cooked on the spot, I was helped to choose the appropriate sauces to go with them; and a dessert was recommended. Rarely have I received such charming and knowledgable service and I felt I must congratulate them.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or580-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
644,30,8 March 2014,Buffet,"Went with friends who unfortunately chose the buffet option. Place is huge and very busy. Loved the atmosphere, service, okay. Didn't really enjoy the food and would have liked to choose from al a carte menu. Will have to visit again at some point.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or580-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
645,50,4 March 2014,Best Chinese Food ever,This restaurant is really a gem. Food is incredibly good. The ambiance is nothing special but clean and organized. Service isnexcellent. Was there with my son who is vegetarian. It was very easy for him to find excellent veg alternatives to the non-veg dishes that I have chosen. Best dish roasted lamb. Also a wonderful dessert (kind of sweet dumplings filled with coconut and honey). More expensive than average Indian restaurants (80 dollars for 2 people without wine) but good value for price.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or580-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
646,50,27 February 2014,Awesome Place to have Authentic Chinese Food.,Excellent combination of Authentic Chinese. Me & My Family love to eat here. Now there are lots of Branches but the taste is perfectly the same Must try if you are a lover of food,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or580-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
647,40,25 February 2014,"Good food, Very Congested Location","The food coming from Mainland China is always good. The location of this outlet is very very inconvenient, with heavy traffic at all times right in front of the entrance, which is hardly 5 feet from the main arterial road! It takes a while to get used to it. The food was the only consolation to the driving effort and the congested entrance.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or580-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
648,40,19 February 2014,good food,the ambience of the hotel and food was excellent. the service and hotel staff also excellent. een the children were happy as their taste was maintained to as per the order.,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or580-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
649,50,18 February 2014,Excellent Chinese Food!,"If you are a chinese food lover, well this is the place you ought to be. The food is lovely. Try the duck you will relish it.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or580-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
650,50,12 February 2014,always eat at mainland china restaurents in mumbai,"they got the best chinese cuisine available in mumbai. we tried almost all top chinese restaurents in mumbai,all of them have really surprising quality of chinese cuisines ,but no doubt mainland china is no. 1.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or590-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
651,40,8 February 2014,Best Duck Dish in Mumbai,"We have been to Mainland China many times across cities..however this was a very special trip. This was my first restaurant visit with my infant daughter. We were very tentative...however the manager ensured every comfort and help possible, right from a high chair, warm water as well a quite corner. So full points on service...On the food front, we experimented with a duck curry in hot garlic sauce...recommended by the manager. And guess what...this is by far the best duck curry i have ever had. The duck pieces just melted in our mouth. And at least for a week...we could not stop discussing the taste and the experience.I can visit Mainland China again and again only for this duck dish.By the way...this is the Mainland China in Growels Mall in Kandivali East.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or590-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
652,40,8 February 2014,Great food with great ambience,Loved the food. Great ambience! Must try it out... It's placed at a nice location! easier to access...,https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or590-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
653,40,2 February 2014,A good family restaurant,"Mainland China in Andheri West, opposite infinti mall.Would suggest to visit over weekdays and not weekends. Food is good but not like really outstanding. Nice place to celebrate occasions like anniversary or kids birthday party with family.- For veggies will recommend crackling spinach starter- For sea-food fans try out the freshwater betki braised in chinese parley.- For desserts I tried out the steamed coconut dumplings with honey butter sauce dessert and it reminded me of white modaks made of jaggery & coconut during Ganesh chaturthi festival :D.Overall it was quite a good experience.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or590-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
654,50,28 January 2014,One of the best restaurants for Chinese,"This restaurant has been around for ages and i visited after a long time. The starters and soups were excellent as always - i always order the crab meat soup.The restaurant layout is good and is family friendly. It is good for a bunch of friends as well as for a large family. The service was good and prompt.They now have many branches/franchisees across mumbai, but the original at SakiNaka is the best.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or590-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
655,30,27 January 2014,Losing its charm,"I have visited Mainland China outlets all over Mumbai, but incrementally i feel that the quality is slightly deteriorating.While the quality of food remain good, One gets a feeling that service and sometime the preparation leaves something to be desired from.During my last visit, the soup was not even hot. The presentation was tardy. Beer was not cold.However the ambiance is nice and the food is hardcore Indianized Chinese, for which its clientele largely go for.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or590-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
656,40,26 January 2014,Very good Indian Chinese,"I've been frequenting this place almost every time I've been in Mumbai, and it is still great, yet evolving with times. I recently had the ""buffet dinner"" where you get to pick from a selection of dishes which they serve table side.The quality of the dishes has remained consistently good; it's delicious indianized Chinese food with an 'authentic' flair. The portions are quite large and are meant for sharing. The best part of the meal is hands down the dessert - honey noodles with vanilla bean ice cream ... Yum!",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or590-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
657,50,26 January 2014,One of the best meals on our trip to India.,"Had a delightful meal at Mainland China on our last night in India. The venue was stylish and comfortable. The menu also stylish and extremely well laid out. The service was excellent and the food delicious. We ordered the wok tossed potatoes and pan grilled crab cakes to start. Then for main course honey glazed lemon chicken, golden fried rice with garlic and iceberg lettuce roast lamb with greens and garlic sauce. All washed down with Sula Dindori Reserve Shiraz. We rated this as our joint best meal in India along with the Old Harbour in Cochin on New Year’s Eve.Mainland China would be a regular haunt for us if they were here in the UK.",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or590-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
658,50,25 January 2014,Thanks fr making n serving the best Chinese,"Awesome n mouth watering food .. The best place to have Chinese ...prompt service , extremely cordial staff",https://www.tripadvisor.in/Restaurant_Review-g304554-d806558-Reviews-or590-Mainland_China-Mumbai_Maharashtra.html,Mainland China, Andheri, Mumbai
