School_Id_Masked,Ben_Date,censored,Mixed_Demand,cluster_id
GXZZZH-CU1CU0,3/11/2015,0,35.05,0
GXZZZH-CU1CU0,3/13/2015,1,41.6,0
GXZZZH-CU1CU0,3/16/2015,0,28.41,0
GXZZZH-CU1CU0,3/17/2015,0,31.87,0
GXZZZH-CU1CU0,3/23/2015,0,0.92,0
GXZZZH-CU1CU0,3/24/2015,1,23.8,0
GXZZZH-CU1CU0,6/8/2015,1,7.2,0
GXZZZH-CU1CU0,6/11/2015,1,7.2,0
GXZZZH-CU1CU0,7/1/2015,0,36.42,0
GXZZZH-CU1CU0,7/17/2015,0,37.43,0
GXZZZH-CU1CU0,8/20/2015,1,41.6,0
GXZZZH-CU1CU0,8/25/2015,0,2.65,0
GXZZZH-CU1CU0,10/23/2015,0,13.53,0
GXZZZH-CU1CU0,11/30/2015,0,0,0
GXZZZH-CU1CU0,2/1/2016,0,29.77,0
GXZZZH-CU1CU0,7/13/2016,0,19,0
GXZZZH-CU1CU0,8/26/2016,0,0,0
GXZZZH-CU1CU0,8/27/2016,0,0,0
GXZZZH-CU1CU0,9/21/2016,0,14.5,0
GXZZZH-CU1CU0,11/18/2016,0,0,0
GXZZZH-CU1,12/3/2014,0,37.12,0
GXZZZH-CU1,12/5/2014,1,47.6,0
GXZZZH-CU1,12/9/2014,0,35.95,0
GXZZZH-CU1,12/23/2014,0,0,0
GXZZZH-CU1,1/13/2015,0,29.99,0
GXZZZH-CU1,1/27/2015,1,47.6,0
GXZZZH-CU1,2/6/2015,1,47.6,0
GXZZZH-CU1,2/23/2015,0,11.34,0
GXZZZH-CU1,2/24/2015,0,39.14,0
GXZZZH-CU1,2/27/2015,1,47.6,0
GXZZZH-CU1,3/10/2015,1,47.6,0
GXZZZH-CU1,3/13/2015,1,47.6,0
GXZZZH-CU1,3/16/2015,0,39.53,0
GXZZZH-CU1,3/20/2015,1,47.6,0
GXZZZH-CU1,3/25/2015,0,34.15,0
GXZZZH-CU1,3/26/2015,0,28.88,0
GXZZZH-CU1,8/20/2015,1,47.6,0
GXZZZH-CU1,8/22/2015,0,39.97,0
GXZZZH-CU1,10/20/2015,0,37.5,0
GXZZZH-CU1,10/23/2015,0,22.06,0
GXZZZH-CU1,11/4/2015,0,0,0
GXZZZH-CU1,12/4/2015,0,42.78,0
GXZZZH-CU1,12/11/2015,1,47.6,0
GXZZZH-CU1,1/4/2016,0,43.34,0
GXZZZH-CU1,1/11/2016,0,47.2,0
GXZZZH-CU1,2/2/2016,0,57.03,0
GXZZZH-CU1,2/6/2016,0,54.58,0
GXZZZH-CU1,2/20/2016,0,32.2,0
GXZZZH-CU1,3/4/2016,0,49.09,0
GXZZZH-CU1,3/11/2016,0,61.27,0
GXZZZH-CU1,3/12/2016,1,47.6,0
GXZZZH-CU1,3/17/2016,0,56.82,0
GXZZZH-CU1,4/14/2016,0,0,0
GXZZZH-CU1,4/22/2016,0,0.7,0
GXZZZH-CU1,6/6/2016,0,3.5,0
GXZZZH-CU1,6/17/2016,0,39.4,0
GXZZZH-CU1,7/2/2016,1,47.6,0
GXZZZH-CU1,7/13/2016,0,34.8,0
GXZZZH-CU1,7/19/2016,0,18.8,0
GXZZZH-CU1,7/28/2016,0,39.3,0
GXZZZH-CU1,8/3/2016,0,34.3,0
GXZZZH-CU1,8/5/2016,0,20.5,0
GXZZZH-CU1,8/30/2016,0,37.5,0
GXZZZH-CU1,10/21/2016,0,12.5,0
GXZ-CU9CU5,8/6/2015,0,35.71,0
GXZ-CU9CU5,9/15/2015,0,19.06,0
GXZ-CU9CU5,10/26/2015,0,15.67,0
GXZ-CU9CU3,12/19/2014,0,16.49,0
GXZ-CU9CU3,12/20/2014,1,23.8,0
GXZ-CU9CU3,12/26/2014,1,25,0
GXZ-CU9CU3,12/27/2014,0,17.71,0
GXZ-CU9CU3,1/5/2015,1,25,0
GXZ-CU9CU3,1/13/2015,1,17.8,0
GXZ-CU9CU3,1/22/2015,1,25,0
GXZ-CU9CU3,1/23/2015,1,25,0
GXZ-CU9CU3,2/10/2015,1,25,0
GXZ-CU9CU3,2/19/2015,0,17.31,0
GXZ-CU9CU3,3/7/2015,0,10.32,0
GXZ-CU9CU3,6/12/2015,0,0,0
GXZ-CU9CU3,7/11/2015,0,7.58,0
GXZ-CU9CU3,8/24/2015,0,16.68,0
GXZ-CU9CU3,8/31/2015,0,15.67,0
GXZ-CU9CU3,10/8/2015,0,19.8,0
GXZ-CU9CU3,11/6/2015,0,4.37,0
GXZ-CU9CU3,2/16/2016,0,0,0
GXZ-CU9CU3,4/14/2016,0,9.45,0
GXZ-CU9CU3,10/25/2016,0,1.2,0
GXZ-CU9CU3,11/18/2016,0,0,0
GXZ-CU9CU2,12/9/2014,0,6.04,0
GXZ-CU9CU2,12/30/2014,0,0,0
GXZ-CU9CU2,12/31/2014,0,0,0
GXZ-CU9CU2,1/2/2015,1,7.2,0
GXZ-CU9CU2,1/16/2015,0,0,0
GXZ-CU9CU2,1/27/2015,0,2.86,0
GXZ-CU9CU2,2/10/2015,0,0,0
GXZ-CU9CU2,2/26/2015,1,7.2,0
GXZ-CU9CU2,3/12/2015,1,7.2,0
GXZ-CU9CU2,3/13/2015,1,7.2,0
GXZ-CU9CU2,6/22/2015,0,15.04,0
GXZ-CU9CU2,11/3/2015,0,0,0
GXZ-CU9CU2,11/5/2015,0,10.78,0
GXZ-CU9CU2,10/25/2016,0,2.1,0
GXZ-CU8CU9,1/10/2015,0,0,0
GXZ-CU8CU9,1/22/2015,0,11.7,0
GXZ-CU8CU9,2/3/2015,1,17.8,0
GXZ-CU8CU9,3/23/2015,0,0,0
GXZ-CU8CU9,7/19/2016,0,0,0
GXZ-CU8CU9,9/30/2016,0,0,0
GXZ-CU8CU9,10/2/2016,0,0,0
GXZ-CU8CU9,11/19/2016,0,0,0
GXZ-CU8CU8,12/10/2014,0,22.14,0
GXZ-CU8CU8,12/26/2014,0,8.83,0
GXZ-CU8CU8,1/1/2015,0,19.9,0
GXZ-CU8CU8,1/5/2015,1,31,0
GXZ-CU8CU8,1/6/2015,0,15.25,0
GXZ-CU8CU8,1/13/2015,0,10.12,0
GXZ-CU8CU8,2/20/2015,0,22.48,0
GXZ-CU8CU8,3/2/2015,0,22.44,0
GXZ-CU8CU8,3/14/2015,0,26.94,0
GXZ-CU8CU8,3/20/2015,1,31,0
GXZ-CU8CU8,6/11/2015,0,14.15,0
GXZ-CU8CU8,6/19/2015,0,26.48,0
GXZ-CU8CU8,6/24/2015,0,27.12,0
GXZ-CU8CU8,7/23/2015,0,27.85,0
GXZ-CU8CU8,7/27/2015,0,18.57,0
GXZ-CU8CU8,11/6/2015,0,12.7,0
GXZ-CU8CU8,4/14/2016,0,7.53,0
GXZ-CU8CU8,7/15/2016,0,19.5,0
GXZ-CU8CU8,9/23/2016,0,0,0
GXZ-CU8CU8,11/18/2016,0,0,0
GXZ-CU8CU7,1/24/2015,0,27.82,0
GXZ-CU8CU7,1/28/2015,0,29.28,0
GXZ-CU8CU7,2/9/2015,0,32.12,0
GXZ-CU8CU7,3/17/2015,0,13.8,0
GXZ-CU8CU7,6/29/2015,0,38.56,0
GXZ-CU8CU7,7/27/2015,0,26.14,0
GXZ-CU8CU7,8/6/2015,0,34.78,0
GXZ-CU8CU7,8/24/2015,0,17.43,0
GXZ-CU8CU7,10/12/2015,0,19.44,0
GXZ-CU8CU7,10/13/2015,0,17.11,0
GXZ-CU8CU7,10/27/2015,0,19.65,0
GXZ-CU8CU7,12/3/2015,0,13.48,0
GXZ-CU8CU7,12/11/2015,1,41.6,0
GXZ-CU8CU7,1/11/2016,0,20.6,0
GXZ-CU8CU7,1/13/2016,0,15.98,0
GXZ-CU8CU7,1/29/2016,1,41.6,0
GXZ-CU8CU7,2/2/2016,0,26.48,0
GXZ-CU8CU7,2/5/2016,1,41.6,0
GXZ-CU8CU7,2/10/2016,0,26.68,0
GXZ-CU8CU7,2/19/2016,0,12.78,0
GXZ-CU8CU7,3/8/2016,0,36.68,0
GXZ-CU8CU7,3/17/2016,0,32.35,0
GXZ-CU8CU7,4/9/2016,0,33.35,0
GXZ-CU8CU7,4/14/2016,0,8.39,0
GXZ-CU8CU7,4/18/2016,0,15.55,0
GXZ-CU8CU7,6/17/2016,0,37.5,0
GXZ-CU8CU7,7/2/2016,1,41.6,0
GXZ-CU8CU7,7/5/2016,1,41.6,0
GXZ-CU8CU7,7/8/2016,1,41.6,0
GXZ-CU8CU7,7/30/2016,0,35.5,0
GXZ-CU8CU7,8/19/2016,0,0,0
GXZ-CU8CU7,8/29/2016,0,14.8,0
GXZ-CU8CU7,8/30/2016,0,18.8,0
GXZ-CU8CU7,9/8/2016,0,34.1,0
GXZ-CU8CU7,9/12/2016,0,19.2,0
GXZ-CU8CU7,10/2/2016,0,7.65,0
GXZ-CU8CU7,10/25/2016,0,11.1,0
GXZ-CU8CU5,12/4/2014,0,15.43,0
GXZ-CU8CU5,2/9/2015,0,0,0
GXZ-CU8CU5,10/23/2015,1,23.8,0
GXZ-CU8CU5,11/18/2016,0,0,0
GXZ-CU8CU2,7/14/2015,0,29.94,0
GXZ-CU8CU2,10/23/2015,1,35.6,0
GXZ-CU8CU2,1/30/2016,0,30.31,0
GXZ-CU8,8/4/2015,0,1.95,0
GXZ-CU8,8/12/2015,0,12.08,0
GXZ-CU8,7/12/2016,1,41.6,0
GXZ-CU7CU7,1/16/2015,1,23.8,0
GXZ-CU7CU7,3/2/2015,1,41.6,0
GXZ-CU7CU7,8/17/2015,0,35.85,0
GXZ-CU7CU7,10/23/2015,1,41.6,0
GXZ-CU7CU7,2/18/2016,0,5.8,0
GXZ-CU7CU7,9/8/2016,0,14.1,0
GXZ-CU7CU5,1/13/2015,0,23.48,0
GXZ-CU7CU5,1/16/2015,0,10.46,0
GXZ-CU7CU5,3/2/2015,0,54.32,0
GXZ-CU7CU5,3/14/2015,0,32.32,0
GXZ-CU7CU5,6/8/2015,0,8.45,0
GXZ-CU7CU5,7/14/2015,0,37.08,0
GXZ-CU7CU5,7/22/2015,0,57.18,0
GXZ-CU7CU5,8/24/2015,0,34.08,0
GXZ-CU7CU5,10/3/2015,0,25.4,0
GXZ-CU7CU5,10/10/2015,1,48.8,0
GXZ-CU7CU5,10/23/2015,1,48.8,0
GXZ-CU7CU5,4/9/2016,0,22.9,0
GXZ-CU7CU5,9/9/2016,0,27.5,0
GXZ-CU7CU5,10/2/2016,0,0,0
GXZ-CU7CU0,12/9/2014,0,13.84,0
GXZ-CU7CU0,6/18/2015,0,31.02,0
GXZ-CU7CU0,7/14/2015,0,21.3,0
GXZ-CU7CU0,8/24/2015,0,20.67,0
GXZ-CU7CU0,1/5/2016,0,0.7,0
GXZ-CU7CU0,4/13/2016,0,21.25,0
GXZ-CU7CU0,7/29/2016,0,29.8,0
GXZ-CU7CU0,9/9/2016,1,23.8,0
GXZ-CU6CU9,12/5/2014,1,31,0
GXZ-CU6CU9,12/15/2014,0,27.43,0
GXZ-CU6CU9,12/19/2014,1,41.6,0
GXZ-CU6CU9,12/30/2014,0,29.2,0
GXZ-CU6CU9,1/12/2015,1,41.6,0
GXZ-CU6CU9,1/19/2015,1,41.6,0
GXZ-CU6CU9,1/22/2015,0,2.86,0
GXZ-CU6CU9,1/23/2015,1,41.6,0
GXZ-CU6CU9,1/27/2015,0,29.26,0
GXZ-CU6CU9,1/31/2015,1,41.6,0
GXZ-CU6CU9,2/3/2015,0,24.62,0
GXZ-CU6CU9,2/11/2015,0,32.74,0
GXZ-CU6CU9,2/12/2015,1,23.8,0
GXZ-CU6CU9,2/16/2015,0,13.82,0
GXZ-CU6CU9,2/27/2015,0,29.52,0
GXZ-CU6CU9,3/3/2015,1,41.6,0
GXZ-CU6CU9,3/10/2015,0,25.27,0
GXZ-CU6CU9,3/13/2015,1,41.6,0
GXZ-CU6CU9,3/17/2015,0,32,0
GXZ-CU6CU9,3/31/2015,0,23.64,0
GXZ-CU6CU9,6/9/2015,0,13.71,0
GXZ-CU6CU9,6/10/2015,0,6.28,0
GXZ-CU6CU9,7/17/2015,1,41.6,0
GXZ-CU6CU9,7/29/2015,0,2.37,0
GXZ-CU6CU9,9/21/2015,0,19.44,0
GXZ-CU6CU9,9/24/2015,0,32.85,0
GXZ-CU6CU9,10/5/2015,0,28.8,0
GXZ-CU6CU9,10/6/2015,0,26.15,0
GXZ-CU6CU9,10/10/2015,0,35.84,0
GXZ-CU6CU9,10/26/2015,0,34.58,0
GXZ-CU6CU9,10/27/2015,0,36.62,0
GXZ-CU6CU9,11/5/2015,0,12.73,0
GXZ-CU6CU9,12/1/2015,0,3.83,0
GXZ-CU6CU9,3/5/2016,0,26.79,0
GXZ-CU6CU9,3/22/2016,0,0,0
GXZ-CU6CU9,7/2/2016,1,41.6,0
GXZ-CU6CU9,7/5/2016,1,41.6,0
GXZ-CU6CU9,7/7/2016,1,41.6,0
GXZ-CU6CU9,7/8/2016,1,41.6,0
GXZ-CU6CU9,11/18/2016,0,5.6,0
GXZ-CU6CU6,12/5/2014,1,17.8,0
GXZ-CU6CU6,1/16/2015,0,2.2,0
GXZ-CU6CU6,3/17/2015,0,6.81,0
GXZ-CU6CU6,6/19/2015,0,35.08,0
GXZ-CU6CU6,9/12/2015,0,0,0
GXZ-CU6CU6,6/23/2016,0,12.25,0
GXZ-CU6CU6,10/25/2016,0,11.75,0
GXZ-CU6CU4,1/16/2015,0,13.24,0
GXZ-CU6CU4,3/30/2015,0,0,0
GXZ-CU6CU4,7/27/2015,0,10.26,0
GXZ-CU6CU4,8/24/2015,0,8.04,0
GXZ-CU6CU4,3/1/2016,0,16.39,0
GXZ-CU6CU4,10/25/2016,0,0,0
GXZ-CU6CU3,12/6/2014,0,0,0
GXZ-CU6CU3,3/31/2015,0,11.75,0
GXZ-CU6CU3,6/8/2015,0,0,0
GXZ-CU6CU3,6/10/2015,0,1.64,0
GXZ-CU6CU3,6/11/2015,1,17.8,0
GXZ-CU6CU3,8/5/2015,0,12.45,0
GXZ-CU6CU3,9/3/2015,0,2.58,0
GXZ-CU6CU3,9/24/2015,0,3.54,0
GXZ-CU6CU3,12/3/2015,0,3.05,0
GXZ-CU6CU3,12/5/2015,0,0,0
GXZ-CU6CU3,7/22/2016,1,17.8,0
GXZ-CU6CU3,7/26/2016,1,17.8,0
GXZ-CU6CU3,9/30/2016,1,17.8,0
GXZ-CU6CU3,10/25/2016,0,1,0
GXZ-CU6CU2,12/6/2014,0,4.81,0
GXZ-CU6CU2,1/31/2015,0,0,0
GXZ-CU6CU2,3/7/2015,0,7.3,0
GXZ-CU6CU2,6/8/2015,0,0,0
GXZ-CU6CU2,7/27/2015,1,17.8,0
GXZ-CU6CU2,10/20/2015,0,16.42,0
GXZ-CU6CU2,10/29/2015,0,19.64,0
GXZ-CU6CU2,12/29/2015,0,13.75,0
GXZ-CU6CU2,1/25/2016,0,12.53,0
GXZ-CU6CU2,2/15/2016,0,13.24,0
GXZ-CU6CU2,3/8/2016,0,7.5,0
GXZ-CU6CU2,8/13/2016,0,9.05,0
GXZ-CU6CU1,12/5/2014,1,23.8,0
GXZ-CU6CU1,1/16/2015,1,23.8,0
GXZ-CU6CU1,1/30/2015,0,8.24,0
GXZ-CU6CU1,3/7/2015,0,0,0
GXZ-CU6CU1,6/8/2015,0,0,0
GXZ-CU6CU1,6/29/2015,0,18.68,0
GXZ-CU6CU1,10/3/2015,0,0,0
GXZ-CU6CU1,3/12/2016,0,0,0
GXZ-CU6CU1,3/14/2016,0,0,0
GXZ-CU6,4/19/2016,0,0,0
GXZ-CU5CU6,8/26/2016,0,0,0
GXZ-CU5CU6,9/30/2016,0,0,0
GXZ-CU5CU5,6/12/2015,1,23.8,0
GXZ-CU5CU5,8/24/2015,0,35.16,0
GXZ-CU5CU5,10/2/2016,0,15.65,0
GXZ-CU5CU5,10/15/2016,0,33.6,0
GXZ-CU5CU4,6/17/2015,0,42.48,0
GXZ-CU5CU4,7/16/2015,0,40.47,0
GXZ-CU4CU9,1/1/2015,0,59.64,0
GXZ-CU4CU9,1/5/2015,0,51.4,0
GXZ-CU4CU9,1/8/2015,0,41.07,0
GXZ-CU4CU8,12/11/2015,0,61.19,0
GXZ-CU4CU8,4/13/2016,0,49.48,0
GXZ-CU4CU8,7/19/2016,0,19.3,0
GXZ-CU4CU8,7/22/2016,1,47.6,0
GXZ-CU3CU8,7/23/2015,0,38.87,0
GXZ-CU3CU8,4/16/2016,0,11.4,0
GXZ-CU3CU8,4/23/2016,0,3.28,0
GXZ-CU3CU8,6/24/2016,0,34.85,0
GXZ-CU3CU4,8/6/2015,0,19.42,0
GXZ-CU3CU4,4/1/2016,0,15.44,0
GXZ-CU3CU4,4/23/2016,0,2.36,0
GXZ-CU3CU4,6/24/2016,0,16.65,0
GXZ-CU3CU4,6/28/2016,0,14.3,0
GXZ-CU3CU4,6/29/2016,0,18.75,0
GXZ-CU3CU4,7/7/2016,1,23.8,0
GXZ-CU3CU0,12/20/2014,1,35.6,0
GXZ-CU3CU0,12/22/2014,0,21.38,0
GXZ-CU3CU0,12/26/2014,1,35.6,0
GXZ-CU3CU0,1/16/2015,0,5.4,0
GXZ-CU3CU0,2/19/2015,1,35.6,0
GXZ-CU3CU0,3/2/2015,0,30.28,0
GXZ-CU3CU0,3/3/2015,1,35.6,0
GXZ-CU3CU0,3/25/2015,0,22.31,0
GXZ-CU3CU0,6/8/2015,0,0,0
GXZ-CU3CU0,7/11/2015,0,18.97,0
GXZ-CU3CU0,8/6/2015,0,29.27,0
GXZ-CU3CU0,8/28/2015,0,26.17,0
GXZ-CU3CU0,10/23/2015,0,2.23,0
GXZ-CU3CU0,1/1/2016,0,37.03,0
GXZ-CU3CU0,1/19/2016,0,21.33,0
GXZ-CU3CU0,4/18/2016,0,14.5,0
GXZ-CU3CU0,4/22/2016,0,0,0
GXZ-CU3CU0,7/2/2016,1,35.6,0
GXZ-CU3CU0,8/10/2016,0,3.27,0
GXZ-CU3CU0,8/11/2016,0,19.85,0
GXZ-CU3CU0,11/18/2016,0,0,0
GXZ-CU2CU4,12/5/2014,1,47.6,0
GXZ-CU2CU4,12/9/2014,1,47.6,0
GXZ-CU2CU4,12/11/2014,1,47.6,0
GXZ-CU2CU4,12/16/2014,0,38.86,0
GXZ-CU2CU4,12/19/2014,1,47.6,0
GXZ-CU2CU4,12/20/2014,1,47.6,0
GXZ-CU2CU4,12/30/2014,1,47.6,0
GXZ-CU2CU4,1/9/2015,1,47.6,0
GXZ-CU2CU4,1/12/2015,0,35.64,0
GXZ-CU2CU4,2/3/2015,1,47.6,0
GXZ-CU2CU4,2/4/2015,1,47.6,0
GXZ-CU2CU4,2/7/2015,0,32.84,0
GXZ-CU2CU4,2/25/2015,1,47.6,0
GXZ-CU2CU4,2/27/2015,1,47.6,0
GXZ-CU2CU4,2/28/2015,1,47.6,0
GXZ-CU2CU4,3/2/2015,1,47.6,0
GXZ-CU2CU4,3/3/2015,1,47.6,0
GXZ-CU2CU4,3/7/2015,1,47.6,0
GXZ-CU2CU4,3/20/2015,1,47.6,0
GXZ-CU2CU4,3/25/2015,0,37.98,0
GXZ-CU2CU4,3/27/2015,1,47.6,0
GXZ-CU2CU4,3/31/2015,1,47.6,0
GXZ-CU2CU4,6/8/2015,1,17.8,0
GXZ-CU2CU4,6/12/2015,1,47.6,0
GXZ-CU2CU4,6/18/2015,0,39.78,0
GXZ-CU2CU4,9/18/2015,1,47.6,0
GXZ-CU2CU4,9/21/2015,0,37.89,0
GXZ-CU2CU4,9/29/2015,0,39.49,0
GXZ-CU2CU4,10/5/2015,1,47.6,0
GXZ-CU2CU4,12/1/2015,0,20.22,0
GXZ-CU2CU4,12/17/2015,0,41.84,0
GXZ-CU2CU4,3/21/2016,0,13.6,0
GXZ-CU2CU4,3/22/2016,0,37.4,0
GXZ-CU2CU4,7/2/2016,1,23.8,0
GXZ-CU2CU4,7/7/2016,1,35.6,0
GXZ-CU2CU4,7/8/2016,1,23.8,0
GXZ-CU2CU4,7/12/2016,0,29.1,0
GXZ-CU2CU4,8/10/2016,0,38.15,0
GXZ-CU2CU4,8/19/2016,0,31.35,0
GXZ-CU2CU4,10/8/2016,0,9.7,0
GXZ-CU2CU4,11/25/2016,1,47.6,0
GXZ-CU2CU2,1/10/2015,1,17.8,0
GXZ-CU2CU2,1/30/2015,1,23.8,0
GXZ-CU2CU0,12/19/2014,1,17.8,0
GXZ-CU2CU0,1/28/2015,1,23.8,0
GXZ-CU2CU0,1/31/2015,1,23.8,0
GXZ-CU2CU0,2/2/2015,0,14.2,0
GXZ-CU2CU0,2/7/2015,1,23.8,0
GXZ-CU2CU0,2/12/2015,1,23.8,0
GXZ-CU2CU0,2/26/2015,1,23.8,0
GXZ-CU2CU0,2/27/2015,1,23.8,0
GXZ-CU2CU0,3/2/2015,0,11.38,0
GXZ-CU2CU0,3/10/2015,0,9.68,0
GXZ-CU2CU0,3/13/2015,1,23.8,0
GXZ-CU2CU0,3/17/2015,0,9.52,0
GXZ-CU2CU0,3/20/2015,1,23.8,0
GXZ-CU2CU0,3/31/2015,1,23.8,0
GXZ-CU2CU0,6/8/2015,0,0,0
GXZ-CU2CU0,6/26/2015,0,16.47,0
GXZ-CU2CU0,6/29/2015,1,23.8,0
GXZ-CU2CU0,7/2/2015,0,15.98,0
GXZ-CU2CU0,7/17/2015,1,23.8,0
GXZ-CU2CU0,7/24/2015,0,13.87,0
GXZ-CU2CU0,8/10/2015,0,16.81,0
GXZ-CU2CU0,9/18/2015,1,23.8,0
GXZ-CU2CU0,9/21/2015,0,13.54,0
GXZ-CU2CU0,10/26/2015,1,23.8,0
GXZ-CU2CU0,3/21/2016,1,23.8,0
GXZ-CU2CU0,3/22/2016,0,11.4,0
GXZ-CU2CU0,4/6/2016,0,13.7,0
GXZ-CU2CU0,7/5/2016,1,35.6,0
GXZ-CU2CU0,7/12/2016,1,35.6,0
GXZ-CU1CU8CU4,2/10/2015,0,22.42,0
GXZ-CU1CU8CU4,7/13/2015,0,35.84,0
GXZ-CU1CU8CU4,7/16/2015,0,33.47,0
GXZ-CU1CU8CU4,7/27/2015,0,18.22,0
GXZ-CU1CU8CU4,8/8/2015,0,34.25,0
GXZ-CU1CU8CU4,8/22/2015,0,35.03,0
GXZ-CU1CU8CU4,9/3/2015,0,20.6,0
GXZ-CU1CU8CU4,9/18/2015,1,41.6,0
GXZ-CU1CU8CU4,10/17/2015,0,26.82,0
GXZ-CU1CU8CU4,3/26/2016,0,23.5,0
GXZ-CU1CU8CU4,8/4/2016,0,35.35,0
GXZ-CU1CU8CU4,8/30/2016,0,15.1,0
GXZ-CU1CU8CU4,9/7/2016,0,33.1,0
GXZ-CU1CU8CU4,9/29/2016,0,14.35,0
GXZ-CU1CU8CU4,10/19/2016,0,35.3,0
GXZ-CU1CU8CU4,11/18/2016,0,4.6,0
GXZ-CU1CU8CU4,11/19/2016,0,0,0
GXZ-CU1CU8CU1,12/5/2014,1,41.6,0
GXZ-CU1CU8CU1,12/8/2014,0,22.4,0
GXZ-CU1CU8CU1,12/17/2014,0,34.45,0
GXZ-CU1CU8CU1,2/4/2015,0,21.96,0
GXZ-CU1CU8CU1,3/17/2015,1,31,0
GXZ-CU1CU8CU1,3/31/2015,0,22.67,0
GXZ-CU1CU8CU1,6/19/2015,1,23.8,0
GXZ-CU1CU8CU1,7/4/2015,0,37.5,0
GXZ-CU1CU8CU1,7/7/2015,0,35.28,0
GXZ-CU1CU8CU1,9/19/2015,1,41.6,0
GXZ-CU1CU8CU1,10/3/2015,1,41.6,0
GXZ-CU1CU8CU1,2/27/2016,0,33.96,0
GXZ-CU1CU8CU1,6/16/2016,0,17.5,0
GXZ-CU1CU8CU1,8/4/2016,0,36.45,0
GXZ-CU1CU7CU8,8/22/2015,0,20.64,0
GXZ-CU1CU7CU8,12/22/2015,0,36.43,0
GXZ-CU1CU7CU8,2/2/2016,0,14.88,0
GXZ-CU1CU7CU8,10/2/2016,0,0,0
GXZ-CU1CU7CU8,10/26/2016,0,2.2,0
GXZ-CU1CU7CU7,12/11/2014,0,34.79,0
GXZ-CU1CU7CU7,12/26/2014,1,41.6,0
GXZ-CU1CU7CU7,12/30/2014,0,30.91,0
GXZ-CU1CU7CU7,1/16/2015,1,17.8,0
GXZ-CU1CU7CU7,1/27/2015,0,26.66,0
GXZ-CU1CU7CU7,1/30/2015,0,26.64,0
GXZ-CU1CU7CU7,2/3/2015,0,16.96,0
GXZ-CU1CU7CU7,2/16/2015,0,19.25,0
GXZ-CU1CU7CU7,3/2/2015,0,27.34,0
GXZ-CU1CU7CU7,3/7/2015,0,12.11,0
GXZ-CU1CU7CU7,3/9/2015,1,31,0
GXZ-CU1CU7CU7,6/12/2015,0,18.68,0
GXZ-CU1CU7CU7,6/16/2015,0,17.55,0
GXZ-CU1CU7CU7,6/30/2015,0,31.22,0
GXZ-CU1CU7CU7,7/14/2015,0,37.34,0
GXZ-CU1CU7CU7,7/24/2015,0,33.25,0
GXZ-CU1CU7CU7,7/31/2015,0,33.78,0
GXZ-CU1CU7CU7,8/8/2015,0,35.84,0
GXZ-CU1CU7CU7,8/22/2015,0,36.16,0
GXZ-CU1CU7CU7,10/12/2015,0,35.07,0
GXZ-CU1CU7CU7,10/13/2015,1,41.6,0
GXZ-CU1CU7CU7,10/16/2015,1,41.6,0
GXZ-CU1CU7CU7,10/23/2015,1,23.8,0
GXZ-CU1CU7CU7,10/27/2015,1,41.6,0
GXZ-CU1CU7CU7,10/30/2015,0,19.78,0
GXZ-CU1CU7CU7,1/1/2016,0,37.59,0
GXZ-CU1CU7CU7,1/11/2016,0,37.4,0
GXZ-CU1CU7CU6,1/12/2015,0,7.78,0
GXZ-CU1CU7CU6,1/27/2015,0,17.86,0
GXZ-CU1CU7CU6,1/30/2015,0,21.4,0
GXZ-CU1CU7CU6,2/23/2015,0,0,0
GXZ-CU1CU7CU6,2/26/2015,0,14.98,0
GXZ-CU1CU7CU6,2/27/2015,0,13.74,0
GXZ-CU1CU7CU6,3/2/2015,1,23.8,0
GXZ-CU1CU7CU6,3/3/2015,0,13.32,0
GXZ-CU1CU7CU6,3/9/2015,0,12.21,0
GXZ-CU1CU7CU6,3/14/2015,0,15.49,0
GXZ-CU1CU7CU6,3/16/2015,0,15.22,0
GXZ-CU1CU7CU6,3/18/2015,0,13.67,0
GXZ-CU1CU7CU6,3/20/2015,0,6.22,0
GXZ-CU1CU7CU6,3/25/2015,0,15.31,0
GXZ-CU1CU7CU6,3/26/2015,0,12.88,0
GXZ-CU1CU7CU6,6/12/2015,0,19.04,0
GXZ-CU1CU7CU6,6/19/2015,1,23.8,0
GXZ-CU1CU7CU6,6/24/2015,0,25.47,0
GXZ-CU1CU7CU6,6/29/2015,0,18.68,0
GXZ-CU1CU7CU6,6/30/2015,0,13.69,0
GXZ-CU1CU7CU6,7/2/2015,0,18.65,0
GXZ-CU1CU7CU6,7/6/2015,0,17.65,0
GXZ-CU1CU7CU6,7/17/2015,0,18.68,0
GXZ-CU1CU7CU6,7/22/2015,0,26.65,0
GXZ-CU1CU7CU6,7/31/2015,0,16.65,0
GXZ-CU1CU7CU6,8/6/2015,0,16.28,0
GXZ-CU1CU7CU6,8/7/2015,0,15.7,0
GXZ-CU1CU7CU6,8/13/2015,0,16.65,0
GXZ-CU1CU7CU6,9/3/2015,0,8.65,0
GXZ-CU1CU7CU6,9/18/2015,1,23.8,0
GXZ-CU1CU7CU6,10/13/2015,1,23.8,0
GXZ-CU1CU7CU6,10/27/2015,0,18.32,0
GXZ-CU1CU7CU6,12/4/2015,0,13.72,0
GXZ-CU1CU7CU6,12/15/2015,0,20.45,0
GXZ-CU1CU7CU6,1/13/2016,0,17.21,0
