score,date,title,review,link_id,Name,Location,City
20,29-Nov-16,Poor Show,"My experience at All Stir Fry for the past many years had been very nice. The food served there used to be really good and since i used to work in that locality i was a regular there. However, my last visit which was after a gap of nearly more that a year with some important guest turned to be a real dampner. The menu seems to have changed with the main items retained and is now more concise. For starters we had the chicken in honey and chilly served with crispy spinach. This was very well done.In main course we had ordered the Teppan noodles with chicken and Indonesian rice with prawns & chicken. This turned out to be even below average. The sauces used in both the dishes seemed the same. The noodles barely had some veggies in it and was a gooey mess. The rice too had nothing to write home about.Surprisingly the staff kept asking us on how the food was atleast 4-5 times during course of the meal. Finally the chef also came around asking for feedback, thats when we asked him what the difference in the 2 dishes were. He was stumbling for answers and when we even pointed out that the noodles barely had any veggies, he curtly responded to the waiter asking him to serve them more if they want and moved on.After this experience, i had to cut a sorry figure with my guests, but fortunately the fortune cookie was good enuf and had some witty quotes to make the mood lighter. But i would never go back again to All Stir Fry for sometime now.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or60-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,25-Nov-16,casual ambience and great food,Visited All Stir Fry in Colaba after almost 5 years to find that it has retained the same old casual ambience and the food has got even better....the Wok is excellent.,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or60-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,20-Nov-16,Lovely food..especially your customized wok,"I have been visiting this eatery for years, it's a shame that I just realized that I haven't reviewed it yet. If you're going post 8.30 pm, especially on a weekend, please make a reservation. Spacious and sparkling ambience, although the tables could be set too close to each other, and you may get an unapproving stare from a vegetarian seated close to you for devouring your meaty delights. The a-la-carte menu is impressive and the few dishes I have tried from it have been excellent no doubt, I visit this place for the customizable wok. You get to pick your choice of noodles or rice (I am so glad they have the vermicelli as well), and an array of veggies and meats (Vegetarians Note: the raw meats lurk around close by, so if you are put off by the sight/smell, I suggest you go for the a-la-carte dishes). We can then choose our sauces (my personal favourite being the chilli plum and the korean bbq) and request the wonderful chefs behind the counter to make you your own stir fry (these guys work tirelessly and I'm very appreciative of them). This wok is unlimited of course, so pace yourself, take a little at a time. Worth the money in my opinion. Service is excellent, always polite and prompt.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or70-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,7-Nov-16,Very Good Food,The food at 'All Stir Fry' is very good. The ambiance is very nice. Perfect restaurant for family outings. Very courteous and attentive staff. My kids loved the vegetarian woks [kiddy woks]. highly recommended.,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or70-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,3-Nov-16,"Amazing good, great ambience & fantastic service!","The food was fantastic, the ambience perfect for family outings & the serving staff ever so caring! Must visit for all pan-Asian food lovers! Also very well priced; great value for money!",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or70-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,30-Sep-16,Superb Woks,For 800 rupees or so including taxes you can have unlimited customised woks. They have great sauces and veggies as well as meats and seafoods. Ambience is nice.,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or70-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,19-Sep-16,Worth visiting,"'All Stir Fry' still thrives with the 'Quick wok' on its menu. Ala carte menu items are quite delicious but the restaurant is known for its 'make your own stir Fry' concept. Priced at Rs. 780/- plus taxes, unlimited quick Wok trips and ample choices of vegetables, sauces, meat, sea food and noodles to choose from, 'Quick wok' still remains the favourite. The Woks used for vegetarian and non - vegetarian stir fry are segregated reasonably. Try a combination of 'kuang Pao' and 'Devils' sauces with your choice of vegetables...simply yum!! Finish your meal with 'green tea cake' .... delightful! Service is good ...ambience is relaxed....do try the ala carte menu items too....",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or70-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,17-Sep-16,Tasty chinese food!!,"Enjoyed a late night dinner at the restaurant. It was mostly empty so I was scared of the quality, but the food was really good. delicious!",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or70-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,14-Sep-16,Fantastic Wok .. Worth the price ..,"A very good casual dining restaurant to enjoy Wok..All fresh vegetables, tofu and several types of noodles ..Select these and they cook it in your choice of sauce..Eight types of sauces available - from mild to very spicy..A bowl comes sizzling hot with all ingredients of your choice..You can enjoy unlimited bowls made with different noodles & vegetables with different sauces..Value for money - Not very expensive ..app Rs 800 per person..Service is prompt & ambience is good...A big place to go there with a big group ..Recommended for people who enjoy Wok stir fry..",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or70-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,6-Sep-16,Yummy Woks!,Love the concept of Make Your Own Wok / Unlimited Wok. Trying to mix and match ingredients & customizing the dish as per your liking. Whats not to like?,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or70-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,26-Aug-16,One of the best places from some healthy food!,"What do you do when you want to eat out but still not throw your diet in the bin? Head to All Stir Fry of course!They have an all-you-can-eat style wok where you choose your veggies, noodles, meat and they stir fry it in the sauce of your choosing! Its my go too place for guilt-free, healthy eating out!All the sauces are great but make sure you tell them to go easy on the salt so you can watch your salt intake! They have separate veggie and non-vegetarian bowls so strict vegetarians also need not worry!I usually almost always head for the wok -its incredibly healthy and great value for money at 799 + taxes. My friends have had their regular menu and definitely recommend their curries and their Khow-Suey!The restaurant is located in the Gordon House Hotel -however because of that it attracts a lot of family! the place is big airy and noisy on most weekends.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or70-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,23-Aug-16,All Chinese stir and fry,I like it! I liked the chinese food in all stir fry. The waitress was humble and did not waste a single time in refilling the complimentary chinese tea which was served with food. It was equally bad in taste as the food! :D,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or70-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
30,9-Aug-16,Go to for Casual Food & Time,"Clean neat seating with open décor & spacious décor style with not much crowding of the walls, glass wall on the roadside gives an openness feeling of the space. We had some Japanese cuisine and it tasted quite good about the authenticity cant say due to lack of much knowledge in Japanese cuisine. Food on the whole is very good. The seating without back rest is a bit tiring after a while. Few of the drinks though on the menu were regretted. All in all a place worth going if time permits.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or80-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,2-Aug-16,A visit after 8 years,"Visited ASF after 8 years on a wet rainy evening. The ambience is still the same, minimalistic, earthy and welcoming. While everyone seems to go for the Wok, and they do have a special all inclusive 3 course Wok menu for INR 999/-, we hit off with the lemon coriander soup and loved it. Followed up with a Burmese Khao Suey and finished off with a Ebony & Ivory browny/vanilla desert.Service was excellent, food like wow, we would love to go back! We now have a new favorite in town.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or80-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,15-Jul-16,Awesome Woks!!!,"You can make your own wok here. pick whichever veggies you want, your protein, your sauces...everything. this place is a great place to go whenever you want and at anytime of the day. the food here is excellent and it will never disappoint. the prices are on the higher side but must visit place once every 2-3 months.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or80-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,27-Jun-16,"Walk the Wok, Talk the Wok, Eat the Wok","All Stir Fry = Pick a bowl, choose your ingredients and hand it over to the Chef = Awesome Wok!! Don't fancy a wok, don't bother to visit this place. Wok is their speciality and they are serving it with perfection for tens of years!! Each time I have visited this place over last 8-10 years, have never returned disappointed. Nice ambience, good place to have a relaxed meal. Service is a bit slow but understandable, very few people visit to order menu food here.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or80-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
30,17-May-16,Good Experience,This is a quick busy place. The best thing is make your own wok from the stir fry counter. There is a wide selection of vegetables and meats and a few minutes later a tasty bowl is ready for you.Have also tried the dimsums but were not great. The seating is benches so can get uncomfortable if one sits for too long.Have a quick wok its the best on the menu.,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or80-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,25-Apr-16,Super food !,Went there couple of times but can't get enough of this place :) .. Yesterday they said they are not serving dimsums .. Quite a bum !:( but we ordered Rising rice and phad Thai noodles ... Phad Thai noodles were not prepared as per taste so had to send it back for repair ! The manager quickly ordered to make new one :) But otherwise love the food ...Make sure you have honey fried noodles thereafter !Their custom quick wok bowl is something to die for !A happy place to be !,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or80-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,24-Apr-16,Loved the experience and the food was good too,Went with friends and kids and it was ideal for a conversation over an interesting meal experience. The kids loved the concept and it wasn't over the top in prices. Definitely recommended....,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or80-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,21-Apr-16,"Stirred, not shaken","Unlike the James Bond Martini. The food here is stirred in a wok. Located at Gordan House, Colaba, this joint is a connoisseur's delight. Pick and choose what you want and add the sauces most suitable to your palate. Garnish it with whatever's your fancy and viola, you have a meal to,satiate your taste buds.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or80-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,18-Apr-16,Good food for good value..,All stir fry has a great wok and the Thai curry here is to die for! Must order.. Good place to hang out with friends.. Centrally located.. Not a high end place so don't expect a 5 star feel,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or80-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,13-Apr-16,Asian food,"Love the food. Delicious Momos and Dimsums. Love tthe concept of Wok, but as its a very popular restaurant, i hate the waiting near the furnace for your turn at the Wok.But, well worth the wait for the taste.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or80-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,13-Apr-16,Love the concept and place.,"I simply love this place. I love the Wok and for that reason, All Stir Fry is the place to go. I love the idea of making Unlimited Woks till you are absolutely stuffed. Very similar to Mongolian Barbeque chain in United States.You can pick up the veggies and the meat that you like and they cook the same in front of you asking you what sauce you had like - you can always ask them to add some extra condiments like Chilli Oil or crushed Pepper and the like.Last time I visited there a week back, they seem to have done away with a friendly info board in the Cooking Area informing patrons about what sauce is best paired with what kind of meats and veggies. That certainly made the dining experience more enjoyable in my opinion and encouraged people to try newer sauces. I wonder why that board disappeared and whether it is permanent or just temporary.Apart from the Wok, they do have some lovely Ala-Carte options as well. I love their Desserts, particularly the Friend Banana with Ice Cream and Honey Noodles with Ice Cream. A good place to chill.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or90-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,10-Apr-16,My second visit and cant get enough of it,"I visited this place the second time and seems like I cant get enough of it.My visit was a marathon run of the yummy dumplings.This time around we tried the seafood and chicken dumpling and both were awesome as usual.Later, we tried the ""Mee Goreng Noodles"" and this was lip smacking.Service , ambiance and food all get a thumbs up again.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or90-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,10-Apr-16,Awesome veg combo woks,Came for a family dinner and we're happy after 4 options we came here. At first we thought we being veg may have our limitations but none at all ... Different combos with different sauces .. The staff very politely offered to guide us too which was an added bonus so that made us venture out more on our taste buds !! Lively place .. Ended with awesome eggless brownies with ice cream n nuts !!,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or90-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,21-Mar-16,Loved their Wok,Amazing Food. One must try their Wok. They have enough Vegetarian options as well. Ambiance is little dull but Food covers it all.,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or90-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,13-Mar-16,Nostalgia,"Some things never go out of style, All Stir fry; our friendly neighborhood restaurant is a sheer delight to be around and surviving amongst stiff competition around. Some things don't change and it should be like that cuz thats what they are know for! The food, service personnel like 'Vijay' who was on our table today, truly make a restaurant. Having visited after so many years, the staff remember you, and personalise the dish or an experience for you.I had a urge for Golden fried Prawns, which I decided to have mid-way though the main course, Vijay overhead the conversation, he specially had it made for me!! These things make a difference.. These things help the restaurant to sustain for many years to come.Had a great Sunday meal, Thank you so much for the kind attention right from the valet service to the Manager who came to see on the table.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or90-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,12-Mar-16,Lunch with friend's,Went for lunch. Chinese food was good so was service. The ambience was good had a great lunch. One thing I liked about the restaurant is spacious.,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or90-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,6-Mar-16,"Lovely food, amazing hospitality","Today I visited this restaurant along with my son( 14 yrs). Both of us loved the food.The ambience is really good. We ordered Teriyaki Chicken, Chin wing chicken & Fire Chicken.We enjoyed the hospitality of the staff specially Mr Vijay Tambe.Other staff including the restaurant manager were also good.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or90-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,20-Feb-16,"Super stylish and amusing concept, attracting young well-to-do local crowd and families","The idea of an 'eat as much as you want' stir fry buffet where you compose your own dish from a self-service counter and have it cooked in front of you in a glass box kitchen attracted us the first time. But the food made us come back! Really nice crowd of thirty-something friends eating together, quite a few table of girlfriends gossiping, children having fun choosing their meals - with different woks and implements being used for vegetarians - this is a fun place to go. Good stylish decor with a wall of woks used as light fixtures.not cheap by local standards but very kind, attentive and efficient service. Well located in Colaba near the Abode Hotel - and on the ground floor of the Gordon House Hotel.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or90-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,10-Feb-16,Perfect Sunday afternoon family lunch,"We were the first ones to arrive at 12.45 on a Sunday afternoon at the All Stir Fry restaurant. Housed in the boutique Gordon House hotel, we were greeted by a sweeping view of a high ceiling, spaciously laid out contemporary restaurant that welcomed us into its vista. A smiling crew is always a good sign. We chose the a la carte option instead of 'make your Wok' option as we did not want to stuff ourselves. But the unlimited food Wok option has great options and is worth a try if you are looking forward to a lazy Sunday snooze after a few beers and great oriental food. The menu is balanced and there are good options for all the typical oriental fare that one is used to in Mumbai. The Prawn soup was well made with fresh prawns and a mildly aromatic clear soup. The roasted chicken steamed bun was really tasty and adequately spicy. We had never tried the baked bun option earlier so we found it on the thicker side and slightly under cooked for our palate...but the chicken was amazing. The Fire Chicken with Rice lacked the Fire that we were expecting in terms of hot spices. But the Gerong noodles with chicken breast made up for it. A couple of beers went well with the food like it always does. The sizzling brownie with ice cream was a let down as the brownie was burnt through and left a bitter after taste. Portions are good and overall a good experience. Priced just right with an average of Rs. 750/head.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or90-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,8-Feb-16,Great Food,"This is my second visit to this place . with their concept is unique where one takes noodles, veggies,fill the bowl up and take to the chef and ask them to prepare it live with choice of sauces.. will excites the people. very polite service. A bit expensive but it is okay considering the quality of food.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or90-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,2-Feb-16,Excellent food!!!,Great fresh food and not too expensive! Loved it! Try the woks and the desserts are supreme! Excellent service!,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or100-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,7-Jan-16,Great Food ! Fantastic Wok Concept :),"Great Ambiance, Lovely Place,Fantastic Oriental Food and finally Awesome Dessert!! Prompt and Courteous Staff!",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or100-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,6-Jan-16,The perfect Wok,"a great variety of sea food, chicken and meat topped with equal varity of sauces and condiments. the desserts are pretty good as well.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or100-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,3-Jan-16,Good food as always!,The Wok as always was brilliant and tasty. Good to see innovations in terms of new condiments and new sauces included in the list!,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or100-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,21-Dec-15,serves awesome breakfast and main course food items,"Had a great time having buffet breakfast, you have many options to order straight from kitchen and readily available fruits , fruits juices and breads.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or100-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,1-Dec-15,Great food,Great food and fantastic concept of serving. Great place to go with family and friends. The wok is a must try.,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or100-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,21-Nov-15,Superb Food and Great Service,I think this is undoubtedly the best chinese i have had. The starters which we ordered crispy veg and the main course which comprised of burnt garlic fried rice and veg stir fry in schezwan sauce was amazing. And must appreciate the service and the promptness in bringing the order by Salman. I would give it a 10/5 actually. All stir fry at waterstones hotel your chinese search ends here,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or100-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,15-Nov-15,The perfect Wok!,"Food - 4.5/5Ambience - 3.5/5Service - 4/5Value for money - 4/5Though the place serves regular starters/ main course etc as well, we chose to have the unlimited wok for dinner - one veg, one non-veg. They have separate bowls for veg and non-veg marked green and red respectively. You can choose the ingredients of your wok from an array of raw veggies, meat paired with rice/ noodles and choice of sauce and condiments. There are around 10-12 types of sauces you can choose from in the categories of mild, spicy and hot. We tried the Mongolian sauce (spicy), Spring onion ginger sauce (mild) and Black bean sauce (hot) with the veg wok and garlic pepper sauce (spicy), Trasi (hot) and sweet lemon sauce (mild) with the non-veg wok. All the sauces were very well made and having the samplers for tasting helps greatly. The chef also recommends which condiments go well with your choice of ingredients in the wok. The wok is priced at INR 730 (exclusive taxes) for both veg as well as non-veg. Though this does turn out to be a tad bit expensive given the service charge as well at 10 percent, the quality of the food makes its worthwhile. We also tried the Gordon Gypsy mocktail which was a nice concoction of lichi juice, blue curacao, coconut cream...not overly sweet. What they should probably work on is the seating..it can get pretty uncomfortable without the backrest/ backrest being too far off on some benches. Overall had an amazing experience and would come back for the wok.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or100-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,2-Nov-15,awesome wok,one of the best hotel where i had wok food awesome food and place and service is also really good...,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or100-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,19-Oct-15,Steaming Piping Delicious,"All stir fry at Gordon Hotel behind Taj,Colaba was a good choice for lunch last month.The food was fresh,with all the right colors and flavors.It was served piping hot from the wok to my plate and that is something i enjoy thoroughly,hot food.The crispy spring rolls are a must have.Also do have the Thai papaya salad,crunchy,fresh and delicious.Japanese miso soup was well made and food for the soul.Noodle lovers please have the Mongolian noodles.To top it all end with the caramel custard and Darsan.The interiors of the restaurant are neat and crisp.Staff also pleasant.Flavors were plenty. Recommend you try it.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or100-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
10,10-Oct-15,FISH MARKET feel with a horrible pricing,"After a bad experience we finalised to drop into this placefor dinner. Had heard alot about their Wok. Well the place is big enough well lit etc.Well checked the wok section was hardly impressed as the veggies offered were as usual and basic. No waterchestnuts No imported varities of mushroom for the PRICE THEY ASK. Its crazy to pay that much almost aeound RS800 including taxes for a person to make your own wok. For such a local and simple veggies when one can get better options at many other good joints with exotic ingredients.As my friend who had been here earlier highly recommended to try one, i made one myself and opted for garlic pepper sauce they made it too oily to eat and enjoy the wok so it was a thumbs down from my side.We ordered the Khousey this too was below average compared to other places that i have tried and relished. They add a lot of coconut milk/ cream which actually is annoying.The wrost thing was the NOISE. It feels like a FISHMARKET. Every one screaming on top of their mind to communicate. I would prefer a place calm to enjoy my company and chat. Rather than spending money on a place which has below average preparations and a fishmarket feel.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or110-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,22-Sep-15,Decent food,Went to this place for my anniversary dinner and it was good. wouldnt say it was great but decent food. wok are good. you can try this place once. ordered their pad thai and i liked that. place is little inside to find but you can ask any one an they can guide you. crisp vegetable starter was also good.,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or110-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,22-Sep-15,good service and awesome wok,all stir fry is a place where u can create your own wok with different selection of sauces.the place and service both are really good.,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or110-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,17-Sep-15,For Nice Oriental cuisine and WOK in Colaba,"Nice place to have oriental cuisine and WOK. Gives opportunity to choose various options. Great service, nice courteous staff. Old fortune cookies were much better.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or110-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,3-Sep-15,Top Notch Wok,"All Stir Fry stirs up one of the best woks around. You can create your own wok from a wide selection of meat, vegetables and sauces. A very classy place to dine and is a good option for a business lunch.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or110-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,1-Sep-15,"Good service, nice food, kid friendly",Nice food. Very kid friendly and complete value for money. Service equally good and nice and warm atmosphere,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or110-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,31-Aug-15,The Best WOK Place!,"This is an absolute outstanding WOK Place. A very unique system of serving Stir Fried Vegetables in a variety of sauces to choose from. I have travelled to several restaurants around the world but never had such marvellous preparation of WOK! Here you select your own vegetables, put it in a bowl, select your sauces, hand it over to the Master chef who does his Magic in frying Pan! After 2 servings, a bowlful will still die for more. But Pls also note its also a very expensive place!",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or110-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,28-Aug-15,Foodilicious,Been here many times..if you really have the fetish for stir fry then this is the place to be.. All you need to have good sense of combination of the veggies and non veggies and you end up with the dish of your choice..So highly recommend this joint.fast the day you want to plan to visit,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or110-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,22-Aug-15,Best fine dining oriental cuisine at colaba!,"Themed on a ship deck, it has wooden benches and tables in that format. Ambience is pretty good. Good health and hygiene ! Upto the mark crockeries and cutleries! Best part is the food - not only awesome, but the portions are quite heavy where price is pretty reasonable - definitely worth trying it as oriental fine dining if you are at gateway of India or around in colaba.....",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or110-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,19-Aug-15,food fun,"great place to go with friends. unique theme! play around with the ingredients, mix and match the way you want to come up with your very own signature dish",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or110-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,6-Aug-15,Novel concept,"This was a new concept dining for my friend and I. We were introduced to a counter with various cut vegetables and various meats and fish, prawns, squid and various types of noodles. We were given red bowls for non-vegetarians and green bowls for vegetarians. We selected our ingredients from the counter of cut-vegetables and meats/fish put them into the bowls and took it to another hot cooking room to the chef who would stir fry it in a hot wok and serve it to you in a few minutes.Their buffet is known as WOK buffet and dinner is from 7pm to 1am. The food is unlimited and if you don't want to eat the buffet, they serve a la carte as well.We certainly loved the ambience, the food and the service.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or120-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
50,6-Aug-15,All stir fry,Good Resturant........ Very well priced...... Good location......very very good food...... Good ambience...... Worth a visit when in mumbai,https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or120-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,5-Aug-15,Be your own chef with delicious sauces and toppings,"All Stir Fry is one of the most engaging and interesting formats of restaurants I have seen. Though there is an option of a la carte, I recommend going with the make your own bowl buffet. It gives you the option of choosing your own toppings, noodles / rice as base. You can also then choose your sauces and the in-house chef will saute and toss it and give it back to you. The sauces are classified depending on their flavours to make it easy to choose. Recommended sauces in my opinion were kung pao sauce, asian herb sauce and the hot and sweet sauce. The trick is to make small portions each time so that you can try multiple sauces and combos. Go play!",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or120-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
40,20-Jul-15,Playground to play with sauces and ingredients,"Its a playground where you are free to play with your choice of veggies and sauces. You pick a bowl , fill it with 4 different types of noodles or rice, pick your choice of veggies and/or meat , take it to the chef in an open kitchen and tell him your choice of sauce (depending on your mood and palette). The stir fried stuff is ready within 3-4 minutes. For people who do not prefer doing the rounds of the kitchen, there is an ala-carte menu with Dimsums and curries - basically oriental cuisine and Thai cuisine. The buffet for Vegeterians costs Rs 730 ++ . Just a tip, go in with an empty stomach to do justice to the different permutations.",https://www.tripadvisor.in/Restaurant_Review-g304554-d785384-Reviews-or120-All_Stir_Fry-Mumbai_Maharashtra.html,All Stir Fry, Colaba, Mumbai
